question,answer
Tên tiếng Việt của ngành đào tạo được đề cập trong văn bản là gì?,Trí tuệ nhân tạo.
Mã số ngành Trí tuệ nhân tạo là bao nhiêu?,7480207.
Văn bằng tốt nghiệp ngành Trí tuệ nhân tạo là gì?,Cử nhân.
Thời gian đào tạo ngành Trí tuệ nhân tạo là bao lâu?,4 năm.
Tên tiếng Anh của văn bằng Cử nhân ngành Trí tuệ nhân tạo là gì?,The Degree of Bachelor in Artificial Intelligence.
Mục tiêu của chương trình Trí tuệ nhân tạo tại Trường Đại học Công nghệ là gì?,"Đào tạo nguồn nhân lực cử nhân có trình độ cao về chuyên môn, có năng lực phát triển các hệ thống TTNT và phân tích dữ liệu tiên tiến."
Sinh viên chương trình Trí tuệ nhân tạo tại Trường Đại học Công nghệ được trang bị những gì?,Các kiến thức và kỹ năng hiện đại đáp ứng nhu cầu phát triển và ứng dụng TTNT.
Trường Đại học Công nghệ tạo điều kiện gì cho sinh viên ngành Trí tuệ nhân tạo?,"Tạo điều kiện tốt nhất để phát triển kiến thức, kỹ năng cũng như các phẩm chất nghề nghiệp."
Thông tin tuyển sinh của Trường Đại học Công nghệ dựa trên quy định của ai?,"Bộ Giáo dục và Đào tạo, Đại học Quốc gia Hà Nội và Đề án tuyển sinh hằng năm của Trường Đại học Công nghệ."
Tên tiếng Anh của ngành Trí tuệ nhân tạo là gì?,Artificial Intelligence.
