question,answer
Chương trình đào tạo ngành Công nghệ Vật liệu của Trường Đại học Công nghệ yêu cầu bao nhiêu tín chỉ?,"150 tín chỉ (chưa tính Giáo dục thể chất, Giáo dục quốc phòng – an ninh, kĩ năng bổ trợ)."
Khối kiến thức chung trong chương trình đào tạo ngành Công nghệ Vật liệu của Trường Đại học Công nghệ chiếm bao nhiêu tín chỉ?,21 tín chỉ.
Khối kiến thức ngành trong chương trình đào tạo ngành Công nghệ Vật liệu của Trường Đại học Công nghệ chiếm bao nhiêu tín chỉ?,87 tín chỉ.
Sinh viên ngành Công nghệ Vật liệu của Trường Đại học Công nghệ phải thực tập công nghiệp bao nhiêu tín chỉ?,6 tín chỉ.
Sinh viên ngành Công nghệ Vật liệu của Trường Đại học Công nghệ phải thực hiện đồ án tốt nghiệp bao nhiêu tín chỉ?,10 tín chỉ.
Học phần Triết học Mác – Lênin thuộc khối kiến thức nào trong chương trình đào tạo ngành Công nghệ Vật liệu của Trường Đại học Công nghệ?,Khối kiến thức chung.
Học phần Đại số thuộc khối kiến thức nào trong chương trình đào tạo ngành Công nghệ Vật liệu của Trường Đại học Công nghệ?,Khối kiến thức theo lĩnh vực.
Học phần Cơ – Nhiệt thuộc khối kiến thức nào trong chương trình đào tạo ngành Công nghệ Vật liệu của Trường Đại học Công nghệ?,Khối kiến thức theo khối ngành.
Học phần Vật lý lượng tử thuộc khối kiến thức nào trong chương trình đào tạo ngành Công nghệ Vật liệu của Trường Đại học Công nghệ?,Khối kiến thức theo nhóm ngành.
Học phần Nhập môn công nghệ vật liệu và vi điện tử thuộc khối kiến thức nào trong chương trình đào tạo ngành Công nghệ Vật liệu của Trường Đại học Công nghệ?,Khối kiến thức ngành.
Học phần Vật liệu ứng dụng trong vi điện tử là học phần bắt buộc hay tự chọn thuộc chuyên sâu Công nghệ vật liệu của Trường Đại học Công nghệ?,Bắt buộc.
Học phần Công nghệ chế tạo pin mặt trời là học phần bắt buộc hay tự chọn thuộc chuyên sâu Công nghệ vật liệu của Trường Đại học Công nghệ?,Tự chọn.
Học phần Kỹ thuật CMOS là học phần bắt buộc hay tự chọn thuộc chuyên sâu Công nghệ vi điện tử của Trường Đại học Công nghệ?,Bắt buộc.
Học phần Công nghệ vi cơ điện tử là học phần bắt buộc hay tự chọn thuộc chuyên sâu Công nghệ vi điện tử của Trường Đại học Công nghệ?,Tự chọn.
Học phần Đồ họa kỹ thuật thuộc khối kiến thức nào trong chương trình đào tạo ngành Công nghệ Vật liệu của Trường Đại học Công nghệ?,Kiến thức bổ trợ.
