question,answer
Tên chương trình đào tạo được đề cập trong văn bản là gì?,Chương trình đào tạo Công nghệ vật liệu và Vi điện tử.
Chương trình đào tạo Công nghệ vật liệu và Vi điện tử thuộc ngành nào?,Ngành Công nghệ vật liệu.
Sinh viên tốt nghiệp chương trình Công nghệ vật liệu và Vi điện tử có thể làm cán bộ kỹ thuật trong lĩnh vực nào?,"Vật liệu mới, vi điện tử, đo lường, y-sinh và môi trường."
Sinh viên tốt nghiệp chương trình Công nghệ vật liệu và Vi điện tử có thể đảm nhiệm vị trí nào liên quan đến tư vấn?,Chuyên viên tư vấn và chuyển giao công nghệ.
Sinh viên tốt nghiệp chương trình Công nghệ vật liệu và Vi điện tử có thể học lên bậc học nào?,"Thạc sĩ, tiến sĩ."
Sinh viên tốt nghiệp chương trình Công nghệ vật liệu và Vi điện tử cần có trình độ tiếng Anh tối thiểu bậc mấy theo Khung năng lực ngoại ngữ Việt Nam?,Bậc 3/6.
Chuẩn đầu ra PLO1 của chương trình Công nghệ vật liệu và Vi điện tử đề cập đến kiến thức gì?,"Kiến thức cơ bản về khoa học xã hội, khoa học chính trị và pháp luật."
Chuẩn đầu ra PLO7 của chương trình Công nghệ vật liệu và Vi điện tử thể hiện kỹ năng gì?,"Kỹ năng thiết kế, thực hiện thí nghiệm, phân tích dữ liệu và đánh giá kỹ thuật liên quan tới vật liệu và vi điện tử."
Mã học phần Triết học Mác – Lênin là gì?,PHI1006
Mã học phần Vật lý đại cương 1 là gì?,EPN1095
Mã học phần Kỹ thuật điện là gì?,ELT2030
Mã học phần Công nghệ chế tạo pin mặt trời là gì?,EPN3055
Mã học phần Kỹ thuật CMOS là gì?,EPN3082
Mã học phần Đồ án tốt nghiệp là gì?,EPN4053
Tên tiếng Anh của học phần Kinh tế chính trị Mác - Lênin là gì?,Marxist-Leninist Political Economy
