question,answer
Tên đầy đủ của trường được đề cập trong văn bản là gì?,"Trường Đại học Công nghệ, Đại học Quốc gia Hà Nội."
Ngành học nào được đề cập trong văn bản này?,Ngành Vật lý kỹ thuật.
Sinh viên ngành Vật lý kỹ thuật cần có trình độ tiếng Anh tối thiểu là bao nhiêu sau khi tốt nghiệp?,Tương đương bậc 3 theo Khung năng lực ngoại ngữ 6 bậc dùng cho Việt Nam.
Một trong những vị trí việc làm mà sinh viên ngành Vật lý kỹ thuật có thể đảm nhiệm sau khi tốt nghiệp là gì?,"Cán bộ kỹ thuật trong các tập đoàn công nghiệp, công ty công nghệ."
Sinh viên tốt nghiệp ngành Vật lý kỹ thuật có thể học tiếp lên bậc học nào?,"Thạc sĩ, tiến sĩ."
"Sau khi tốt nghiệp, sinh viên ngành Vật lý kỹ thuật có thể trở thành chuyên viên trong lĩnh vực nào?","Kiểm soát quy trình sản xuất, chất lượng sản phẩm."
Sinh viên tốt nghiệp ngành Vật lý kỹ thuật có thể làm việc tại loại hình cơ sở đào tạo nào?,"Các trường đại học, viện nghiên cứu."
Chuẩn đầu ra PLO1 của sinh viên ngành Vật lý Kỹ thuật liên quan đến kiến thức gì?,"Kiến thức cơ bản về khoa học xã hội, khoa học chính trị và pháp luật."
Chuẩn đầu ra PLO2 của sinh viên ngành Vật lý Kỹ thuật liên quan đến việc vận dụng kiến thức nào?,"Kiến thức cơ bản của Toán học, khoa học cơ bản, và CNTT."
Chuẩn đầu ra PLO10 của sinh viên ngành Vật lý Kỹ thuật liên quan đến kỹ năng gì?,"Phát hiện, mô tả vấn đề và đề xuất giải pháp về lĩnh vực kỹ thuật Vật lý."
Chuẩn đầu ra PLO14 của sinh viên ngành Vật lý Kỹ thuật liên quan đến kỹ năng nào?,"Giao tiếp hiệu quả với nhiều đối tượng; lập kế hoạch, điều phối, quản lý nhóm làm việc hiệu quả."
Chuẩn đầu ra PLO17 của sinh viên ngành Vật lý Kỹ thuật yêu cầu sinh viên cần có phẩm chất gì?,"Chủ động tuân thủ pháp luật, đạo đức nghề nghiệp."
Sinh viên ngành Vật lý Kỹ thuật cần có ý thức gì theo chuẩn đầu ra PLO18?,Ý thức đóng góp tạo ra những sản phẩm có giá trị phục vụ cộng đồng.
Sinh viên ngành Vật lý Kỹ thuật cần vận dụng kiến thức trong những lĩnh vực nào?,"Cơ, nhiệt, điện, từ, quang, điện tử, công nghệ vi điện tử, năng lượng, khoa học vật liệu, hóa học, đo lường, điều khiển tự động,…"
Một trong những lĩnh vực nghiên cứu sau đại học phù hợp với cử nhân ngành Vật lý kỹ thuật là gì?,Vật liệu và linh kiện micro-nano.
