question,answer
Tên ngành đào tạo bằng tiếng Việt của chương trình đào tạo được mô tả là gì?,Kỹ thuật năng lượng
Tên ngành đào tạo bằng tiếng Anh của chương trình đào tạo được mô tả là gì?,Energy Engineering
"Sau khi tốt nghiệp ngành Kỹ thuật năng lượng, sinh viên được nhận danh hiệu gì?",Kỹ sư
Thời gian đào tạo ngành Kỹ thuật năng lượng là bao lâu?,"4,5 năm"
Văn bằng tốt nghiệp ngành Kỹ thuật năng lượng bằng tiếng Việt là gì?,Kỹ sư ngành Kỹ thuật năng lượng
Văn bằng tốt nghiệp ngành Kỹ thuật năng lượng bằng tiếng Anh là gì?,The Degree of Engineer in Energy Engineering
Mục tiêu chung của chương trình đào tạo ngành Kỹ thuật năng lượng là gì?,"Đào tạo nguồn nhân lực kỹ sư ngành Kỹ thuật năng lượng nắm vững kiến thức về năng lượng, có khả năng thực hành tốt và ứng dụng kiến thức vào thực tế."
Sinh viên tốt nghiệp ngành Kỹ thuật năng lượng có thể làm việc ở đâu?,"Các tập đoàn trong nước, công ty nước ngoài hoạt động trong lĩnh vực năng lượng, các trường đại học và viện nghiên cứu liên quan."
Kiến thức nền tảng về năng lượng mà sinh viên ngành Kỹ thuật năng lượng được trang bị bao gồm những gì?,"Khoa học vật liệu, vật lý và công nghệ hiện đại, quá trình chuyển hóa năng lượng."
Sinh viên ngành Kỹ thuật năng lượng được trang bị kiến thức chuyên sâu theo những định hướng nào?,"Năng lượng mặt trời, Biến đổi và tích trữ các nguồn năng lượng mới, Quản lý và an toàn năng lượng."
Kỹ sư tốt nghiệp ngành Kỹ thuật năng lượng có những năng lực gì?,"Nghiên cứu, phân tích, thiết kế, triển khai, quản trị các công nghệ và hệ thống năng lượng."
Kỹ sư tốt nghiệp ngành Kỹ thuật năng lượng có thể làm việc ở những vị trí nào?,"Kỹ thuật triển khai và vận hành, quản trị kỹ thuật năng lượng, nghiên cứu phát triển, giảng dạy và nghiên cứu."
Hình thức tuyển sinh của Trường Đại học Công nghệ đối với ngành Kỹ thuật năng lượng được quy định như thế nào?,Theo quy định của ĐHQGHN.
Chương trình đào tạo ngành Kỹ thuật năng lượng của Trường Đại học Công nghệ có phải là ngành đào tạo thí điểm không?,Có
Sinh viên tốt nghiệp ngành Kỹ thuật năng lượng cần đảm bảo những phẩm chất gì?,"Phẩm chất chính trị tốt, ý thức tổ chức kỷ luật, đạo đức nghề nghiệp."
