question,answer
Tổng số tín chỉ của chương trình đào tạo ngành Kỹ thuật Máy tính của Trường Đại học Công nghệ là bao nhiêu?,155 tín chỉ.
Sinh viên ngành Kỹ thuật Máy tính của Trường Đại học Công nghệ phải học bao nhiêu tín chỉ khối kiến thức chung?,"29 tín chỉ (chưa tính GDTC, GDQP-AN và kỹ năng bổ trợ)."
Sinh viên ngành Kỹ thuật Máy tính của Trường Đại học Công nghệ phải học bao nhiêu tín chỉ khối kiến thức theo lĩnh vực?,16 tín chỉ.
Sinh viên ngành Kỹ thuật Máy tính của Trường Đại học Công nghệ phải học bao nhiêu tín chỉ khối kiến thức theo khối ngành?,9 tín chỉ.
Sinh viên ngành Kỹ thuật Máy tính của Trường Đại học Công nghệ phải học bao nhiêu tín chỉ khối kiến thức theo nhóm ngành?,38 tín chỉ.
Sinh viên ngành Kỹ thuật Máy tính của Trường Đại học Công nghệ phải học bao nhiêu tín chỉ khối kiến thức ngành?,63 tín chỉ.
Đồ án tốt nghiệp ngành Kỹ thuật Máy tính của Trường Đại học Công nghệ có bao nhiêu tín chỉ?,10 tín chỉ.
"Học phần ""Những nguyên lý cơ bản của chủ nghĩa Mác – Lênin 1"" có mã số học phần là gì tại Trường Đại học Công nghệ?",PHI1004.
"Học phần ""Đường lối cách mạng của Đảng Cộng sản Việt Nam"" có bao nhiêu tín chỉ tại Trường Đại học Công nghệ?",3 tín chỉ.
"Học phần tiên quyết của học phần ""Những nguyên lý cơ bản của chủ nghĩa Mác – Lênin 2"" là gì tại Trường Đại học Công nghệ?",PHI1004.
"Học phần ""Tư tưởng Hồ Chí Minh"" có mã học phần là gì tại Trường Đại học Công nghệ?",POL1001.
"Học phần ""Cấu trúc dữ liệu và giải thuật"" có mã số học phần là gì tại Trường Đại học Công nghệ?",INT2203.
"Học phần tiên quyết của học phần ""Cấu trúc dữ liệu và giải thuật"" là gì tại Trường Đại học Công nghệ?",INT1006.
"Học phần ""Kiến trúc máy tính"" có mã số học phần là gì tại Trường Đại học Công nghệ?",ELT3047.
"Học phần ""Hệ thống vi xử lý"" có mã số học phần là gì tại Trường Đại học Công nghệ?",ELT3048.
