question,answer
Chương trình đào tạo được mô tả trong văn bản thuộc ngành nào của Trường Đại học Công nghệ?,Khoa học máy tính.
Chương trình đào tạo ngành Khoa học máy tính thuộc hệ đào tạo nào của Trường Đại học Công nghệ?,CLC TT23 (Chất lượng cao theo Thông tư 23).
Sinh viên tốt nghiệp ngành Khoa học Máy tính (CLC TT23) của Trường Đại học Công nghệ có thể học lên bậc học nào?,"Thạc sĩ, Tiến sĩ."
Sinh viên tốt nghiệp ngành Khoa học Máy tính của Trường Đại học Công nghệ có đủ năng lực học lên cao học ở đâu không?,"Có, tại các trường đại học tiên tiến trên thế giới."
Kiến thức ngoại ngữ mà sinh viên ngành Khoa học Máy tính của Trường Đại học Công nghệ cần đạt được là bậc mấy?,Bậc 4/6 theo Khung năng lực ngoại ngữ 6 bậc dùng cho Việt Nam.
Sinh viên tốt nghiệp ngành Khoa học Máy tính của Trường Đại học Công nghệ có thể đảm nhiệm vị trí công tác nào liên quan đến dữ liệu?,Chuyên viên phân tích dữ liệu bằng máy tính.
Sinh viên tốt nghiệp ngành Khoa học Máy tính của Trường Đại học Công nghệ có thể đảm nhiệm vị trí công tác nào liên quan đến phần mềm?,Chuyên viên kiểm thử phần mềm.
Sinh viên tốt nghiệp ngành Khoa học Máy tính của Trường Đại học Công nghệ có thể đảm nhiệm vị trí công tác nào liên quan đến các hệ thống mạng?,Chuyên viên thiết kế và triển khai các hệ thống mạng và các dịch vụ mạng.
Sinh viên ngành Khoa học Máy tính của Trường Đại học Công nghệ có được trang bị kiến thức về trí tuệ nhân tạo không?,Có.
Sinh viên ngành Khoa học Máy tính của Trường Đại học Công nghệ có được trang bị kiến thức về học máy không?,Có.
Sinh viên ngành Khoa học Máy tính của Trường Đại học Công nghệ có được trang bị kiến thức về xử lý ngôn ngữ tự nhiên không?,Có.
Sinh viên ngành Khoa học Máy tính của Trường Đại học Công nghệ có được trang bị kiến thức về truyền thông đa phương tiện không?,Có.
Sinh viên ngành Khoa học Máy tính của Trường Đại học Công nghệ có được trang bị kiến thức về đồ họa máy tính không?,Có.
Sinh viên ngành Khoa học Máy tính của Trường Đại học Công nghệ có được trang bị kiến thức về cơ sở dữ liệu không?,Có.
Trường Đại học Công nghệ trang bị cho sinh viên Khoa học Máy tính những phẩm chất đạo đức nào?,"Đạo đức cá nhân, đạo đức nghề nghiệp và đạo đức xã hội."
