question,answer
Tên tiếng Việt của chương trình đào tạo là gì?,Công nghệ thông tin định hướng thị trường Nhật Bản
Tên tiếng Anh của chương trình đào tạo là gì?,Information Technologyfor Japanese market
Tên ngành đào tạo bằng tiếng Việt là gì?,Công nghệ thông tin
Tên ngành đào tạo bằng tiếng Anh là gì?,Information Technology
Mã số ngành Công nghệ thông tin là bao nhiêu?,7480201
Văn bằng tốt nghiệp ngành Công nghệ Thông tin định hướng thị trường Nhật Bản là gì?,Cử nhân
Thời gian đào tạo ngành Công nghệ Thông tin định hướng thị trường Nhật Bản là bao lâu?,4 năm
Tên văn bằng tốt nghiệp ngành Công nghệ Thông tin bằng tiếng Việt là gì?,Cử nhân ngành Công nghệ Thông tin
Tên văn bằng tốt nghiệp ngành Công nghệ Thông tin bằng tiếng Anh là gì?,The Degree of Bachelor in Information Technology
Sinh viên tốt nghiệp ngành Công nghệ Thông tin định hướng thị trường Nhật Bản có thể làm việc ở đâu?,Các doanh nghiệp Nhật Bản và một số nước phát triển khác.
Sinh viên ngành Công nghệ Thông tin định hướng thị trường Nhật Bản được trang bị kiến thức gì?,"Kiến thức cơ bản, quan trọng và hiện đại về công nghệ thông tin và truyền thông."
Sinh viên ngành Công nghệ Thông tin định hướng thị trường Nhật Bản được trang bị kỹ năng thực hành nào?,Kỹ năng thực hành cao tập trung vào lĩnh vực công nghệ phần mềm.
Sinh viên ngành Công nghệ Thông tin định hướng thị trường Nhật Bản được trang bị kỹ năng mềm gì?,Các kỹ năng mềm quan trọng để làm việc trong môi trường doanh nghiệp CNTT nói chung và Nhật Bản nói riêng.
Sinh viên ngành Công nghệ Thông tin định hướng thị trường Nhật Bản có được trang bị kỹ năng ngoại ngữ không?,"Có, sinh viên được trang bị kỹ năng sử dụng tiếng Nhật."
Trường Đại học Công nghệ tuyển sinh ngành Công nghệ Thông tin định hướng thị trường Nhật Bản dựa trên quy định của ai?,"Bộ Giáo dục và Đào tạo, Đại học Quốc gia Hà Nội và Đề án tuyển sinh của Trường Đại học Công nghệ."
