question,answer
Tên ngành đào tạo bằng tiếng Việt của chương trình CLC TT23 là gì?,Công nghệ kỹ thuật cơ điện tử
Mã số ngành đào tạo Công nghệ kỹ thuật cơ điện tử là bao nhiêu?,7510203
Danh hiệu tốt nghiệp của ngành Công nghệ kỹ thuật cơ điện tử là gì?,Cử nhân
Thời gian đào tạo ngành Công nghệ kỹ thuật cơ điện tử là bao lâu?,4 năm
Tên văn bằng sau tốt nghiệp bằng tiếng Anh của ngành Công nghệ kỹ thuật cơ điện tử là gì?,The Degree of Bachelor in Mechatronics Engineering
Chương trình đào tạo Công nghệ kỹ thuật cơ điện tử trang bị cho sinh viên điều gì?,Các kiến thức chuyên môn toàn diện
Cử nhân ngành Công nghệ kỹ thuật cơ điện tử có những khả năng gì?,"Tự nghiên cứu nâng cao trình độ chuyên môn, nghiệp vụ."
Trường Đại học Công nghệ tuyển sinh ngành Công nghệ kỹ thuật cơ điện tử theo quy định của ai?,Đại học Quốc gia Hà Nội
Dự kiến quy mô tuyển sinh ngành Công nghệ kỹ thuật cơ điện tử hàng năm là bao nhiêu?,120 sinh viên/năm.
Tên ngành đào tạo bằng tiếng Anh của chương trình CLC TT23 là gì?,Mechatronics Engineering
