question,answer
Trường Đại học Công nghệ thuộc đại học quốc gia nào?,Trường Đại học Công nghệ thuộc Đại học Quốc gia Hà Nội.
Tên tiếng Anh của Trường Đại học Công nghệ là gì?,University of Engineering and Technology.
Sinh viên tốt nghiệp ngành Công nghệ Thông tin chất lượng cao có thể đảm nhiệm vị trí việc làm nào?,"Chuyên viên phân tích, thiết kế, phát triển hệ thống."
Sinh viên tốt nghiệp ngành Công nghệ Thông tin chất lượng cao có thể đảm nhiệm vị trí công tác nào?,"Lập trình viên trên môi trường di động, Web."
Sinh viên tốt nghiệp ngành Công nghệ Thông tin chất lượng cao có thể đảm nhiệm vị trí công tác nào?,Chuyên viên kiểm thử phần mềm.
Sinh viên tốt nghiệp ngành Công nghệ Thông tin chất lượng cao có thể làm việc ở vị trí quản lý nào?,Trưởng nhóm phát triển phần mềm.
Sinh viên tốt nghiệp ngành Công nghệ Thông tin chất lượng cao có thể làm việc ở vị trí quản lý nào?,Quản lý dự án.
Người học sau khi tốt nghiệp ngành Công nghệ Thông tin chất lượng cao cần có trình độ tiếng Anh tối thiểu là bao nhiêu?,Trình độ 4/6 Khung năng lực ngoại ngữ Việt Nam.
Sinh viên tốt nghiệp ngành Công nghệ Thông tin chất lượng cao cần có khả năng gì về mặt kiến thức?,"Vận dụng được kiến thức chuyên sâu của một trong các lĩnh vực công nghệ phần mềm, hệ thống thông tin, khoa học máy tính, và mạng máy tính vào việc đánh giá và ra quyết định về các giải pháp CNTT trong thực tiễn."
Sinh viên tốt nghiệp ngành Công nghệ Thông tin chất lượng cao cần có khả năng gì về mặt kỹ năng?,"Thành thạo được các giải pháp CNTT, phân tích dữ liệu và kết quả, đánh giá kỹ thuật để rút ra kết luận."
Sinh viên tốt nghiệp ngành Công nghệ Thông tin chất lượng cao cần có khả năng gì về mặt kỹ năng?,"Lập kế hoạch, điều phối, tổ chức, dẫn dắt và đánh giá công việc nhóm và quản lý dự án CNTT hiệu quả."
Sinh viên tốt nghiệp ngành Công nghệ Thông tin chất lượng cao cần có khả năng gì về mức tự chủ và chịu trách nhiệm?,"Chủ động tuân thủ pháp luật, đạo đức nghề nghiệp; thể hiện (có) tính trung thực, chịu trách nhiệm cá nhân, tinh thần tự học, tự nghiên cứu, hỗ trợ đồng nghiệp."
Sinh viên tốt nghiệp ngành Công nghệ Thông tin chất lượng cao có thể học lên bậc đào tạo nào?,Các chương trình đào tạo sau đại học.
Chuẩn đầu ra PLO1.3 của ngành Công nghệ Thông tin chất lượng cao đề cập đến kiến thức nền tảng trong lĩnh vực nào?,"Lĩnh vực máy tính gồm hệ thống máy tính, giải thuật và lập trình, cơ sở dữ liệu, phân tích thiết kế và phát triển phần mềm, mạng máy tính."
