question,answer
Chương trình đào tạo ngành Công nghệ Hàng không Vũ trụ của Trường Đại học Công nghệ yêu cầu bao nhiêu tín chỉ?,156 tín chỉ
Khối kiến thức chung của chương trình đào tạo ngành Công nghệ Hàng không Vũ trụ tại Trường Đại học Công nghệ chiếm bao nhiêu tín chỉ?,16 tín chỉ
Khối kiến thức theo lĩnh vực của chương trình đào tạo ngành Công nghệ Hàng không Vũ trụ tại Trường Đại học Công nghệ chiếm bao nhiêu tín chỉ?,22 tín chỉ
Khối kiến thức theo khối ngành của chương trình đào tạo ngành Công nghệ Hàng không Vũ trụ tại Trường Đại học Công nghệ chiếm bao nhiêu tín chỉ?,10 tín chỉ
Khối kiến thức theo nhóm ngành của chương trình đào tạo ngành Công nghệ Hàng không Vũ trụ tại Trường Đại học Công nghệ chiếm bao nhiêu tín chỉ?,32 tín chỉ
Khối kiến thức ngành của chương trình đào tạo ngành Công nghệ Hàng không Vũ trụ tại Trường Đại học Công nghệ chiếm bao nhiêu tín chỉ?,76 tín chỉ
Học phần thực tập của chương trình đào tạo ngành Công nghệ Hàng không Vũ trụ tại Trường Đại học Công nghệ chiếm bao nhiêu tín chỉ?,08 tín chỉ
Đồ án tốt nghiệp của chương trình đào tạo ngành Công nghệ Hàng không Vũ trụ tại Trường Đại học Công nghệ chiếm bao nhiêu tín chỉ?,10 tín chỉ
Học phần Triết học Mác - Lênin của chương trình đào tạo ngành Công nghệ Hàng không Vũ trụ tại Trường Đại học Công nghệ chiếm bao nhiêu tín chỉ?,3 tín chỉ
Học phần Kinh tế chính trị Mác - Lênin của chương trình đào tạo ngành Công nghệ Hàng không Vũ trụ tại Trường Đại học Công nghệ chiếm bao nhiêu tín chỉ?,2 tín chỉ
Học phần Tiếng Anh B1 của chương trình đào tạo ngành Công nghệ Hàng không Vũ trụ tại Trường Đại học Công nghệ chiếm bao nhiêu tín chỉ?,5 tín chỉ
Học phần Đại số của chương trình đào tạo ngành Công nghệ Hàng không Vũ trụ tại Trường Đại học Công nghệ chiếm bao nhiêu tín chỉ?,4 tín chỉ
Học phần Giải tích 1 của chương trình đào tạo ngành Công nghệ Hàng không Vũ trụ tại Trường Đại học Công nghệ chiếm bao nhiêu tín chỉ?,4 tín chỉ
Học phần Vật lý đại cương 1 của chương trình đào tạo ngành Công nghệ Hàng không Vũ trụ tại Trường Đại học Công nghệ chiếm bao nhiêu tín chỉ?,2 tín chỉ
Học phần Giới thiệu về Công nghệ thông tin của chương trình đào tạo ngành Công nghệ Hàng không Vũ trụ tại Trường Đại học Công nghệ chiếm bao nhiêu tín chỉ?,3 tín chỉ
