question,answer
Ngành Công nghệ kỹ thuật cơ điện tử của Trường Đại học Công nghệ yêu cầu bao nhiêu tín chỉ?,134 tín chỉ.
Khối kiến thức chung của ngành Công nghệ kỹ thuật cơ điện tử tại Trường Đại học Công nghệ chiếm bao nhiêu tín chỉ?,"29 tín chỉ (không tính GDTC, GDQP-AN và Kĩ năng bổ trợ)."
Khối kiến thức theo lĩnh vực của ngành Công nghệ kỹ thuật cơ điện tử tại Trường Đại học Công nghệ chiếm bao nhiêu tín chỉ?,18 tín chỉ.
Khối kiến thức theo khối ngành của ngành Công nghệ kỹ thuật cơ điện tử tại Trường Đại học Công nghệ chiếm bao nhiêu tín chỉ?,6 tín chỉ.
Khối kiến thức theo nhóm ngành của ngành Công nghệ kỹ thuật cơ điện tử tại Trường Đại học Công nghệ chiếm bao nhiêu tín chỉ?,22 tín chỉ.
Khối kiến thức ngành của ngành Công nghệ kỹ thuật cơ điện tử tại Trường Đại học Công nghệ chiếm bao nhiêu tín chỉ?,59 tín chỉ.
Sinh viên ngành Công nghệ kỹ thuật cơ điện tử tại Trường Đại học Công nghệ phải thực tập bao nhiêu tín chỉ?,7 tín chỉ.
Sinh viên ngành Công nghệ kỹ thuật cơ điện tử tại Trường Đại học Công nghệ phải làm khóa luận tốt nghiệp bao nhiêu tín chỉ?,7 tín chỉ.
Học phần Những nguyên lý cơ bản của chủ nghĩa Mác – Lênin 1 của Trường Đại học Công nghệ có mã học phần là gì?,PHI1004.
Học phần Tư tưởng Hồ Chí Minh của Trường Đại học Công nghệ có mã học phần là gì?,POL1001.
Học phần Tiếng Anh cơ sở 1 của Trường Đại học Công nghệ có mã học phần là gì?,FLF2101.
Học phần Giải tích 1 của Trường Đại học Công nghệ có mã học phần là gì?,MAT1041.
Học phần Cơ – Nhiệt của Trường Đại học Công nghệ có mã học phần là gì?,PHY1100.
Học phần Cơ học kỹ thuật 1 của Trường Đại học Công nghệ có mã học phần là gì?,EMA2036.
Học phần Nguyên lý kỹ thuật điện tử của Trường Đại học Công nghệ có mã học phần là gì?,ELT2050.
