question,answer
Chương trình đào tạo ngành Công nghệ kỹ thuật cơ điện tử của Trường Đại học Công nghệ yêu cầu bao nhiêu tín chỉ?,135 tín chỉ.
Khối kiến thức chung trong chương trình đào tạo ngành Công nghệ kỹ thuật cơ điện tử của Trường Đại học Công nghệ chiếm bao nhiêu tín chỉ?,26 tín chỉ.
Môn Triết học Mác - Lênin thuộc khối kiến thức nào trong chương trình đào tạo ngành Công nghệ kỹ thuật cơ điện tử của Trường Đại học Công nghệ?,Khối kiến thức chung.
Môn Kinh tế chính trị Mác - Lênin có môn tiên quyết là gì trong chương trình đào tạo ngành Công nghệ kỹ thuật cơ điện tử của Trường Đại học Công nghệ?,Triết học Mác – Lênin.
Môn Giải tích 2 có môn tiên quyết là gì trong chương trình đào tạo ngành Công nghệ kỹ thuật cơ điện tử của Trường Đại học Công nghệ?,Giải tích 1.
Môn Cơ học kỹ thuật 2 có môn tiên quyết là gì trong chương trình đào tạo ngành Công nghệ kỹ thuật cơ điện tử của Trường Đại học Công nghệ?,Cơ học kỹ thuật 1.
Môn Sức bền vật liệu và cơ học kết cấu có môn tiên quyết là gì trong chương trình đào tạo ngành Công nghệ kỹ thuật cơ điện tử của Trường Đại học Công nghệ?,Cơ học kỹ thuật 2.
Sinh viên ngành Công nghệ kỹ thuật cơ điện tử của Trường Đại học Công nghệ được học những kiến thức chuyên sâu nào?,"Hệ thống cơ điện tử, Chế tạo thiết bị, Đo lường và điều khiển, Công nghệ màn hình tiên tiến, Hệ thống vi cơ điện tử và nanô cơ điện tử, Kỹ thuật robot."
Môn Hệ thống cơ điện tử có những môn tiên quyết nào trong chương trình đào tạo ngành Công nghệ kỹ thuật cơ điện tử của Trường Đại học Công nghệ?,Cơ học kỹ thuật 2 và Vật lý đại cương 2.
Môn Vi xử lý và vi điều khiển có những môn tiên quyết nào trong chương trình đào tạo ngành Công nghệ kỹ thuật cơ điện tử của Trường Đại học Công nghệ?,Nguyên lý kỹ thuật điện tử và Linh kiện bán dẫn và vi mạch.
Môn Điều khiển PLC có những môn tiên quyết nào trong chương trình đào tạo ngành Công nghệ kỹ thuật cơ điện tử của Trường Đại học Công nghệ?,"Cơ sở kỹ thuật điện, Kỹ thuật đo lường và cảm biến, và Nguyên lý kỹ thuật điện tử."
Môn SCADA có những môn tiên quyết nào trong chương trình đào tạo ngành Công nghệ kỹ thuật cơ điện tử của Trường Đại học Công nghệ?,Điều khiển PLC và Kiến trúc máy tính và mạng truyền thông công nghiệp.
Sinh viên ngành Công nghệ kỹ thuật cơ điện tử của Trường Đại học Công nghệ phải thực tập bao nhiêu tín chỉ?,7 tín chỉ.
Sinh viên ngành Công nghệ kỹ thuật cơ điện tử của Trường Đại học Công nghệ phải làm khóa luận tốt nghiệp bao nhiêu tín chỉ?,7 tín chỉ.
"Các học phần có mã học phần thêm chữ ""E"" được giảng dạy bằng ngôn ngữ gì tại Trường Đại học Công nghệ?",Tiếng Anh.
