question,answer
Nghiên cứu sinh Vũ Xuân Mạnh sinh năm bao nhiêu?,1979
Nghiên cứu sinh Vũ Xuân Mạnh bảo vệ luận án tiến sĩ tại trường nào?,"Trường Đại học Công nghệ, Đại học Quốc gia Hà Nội"
Nghiên cứu sinh Vũ Xuân Mạnh bảo vệ luận án tiến sĩ ngành gì?,Kỹ thuật điện tử
Mã ngành Kỹ thuật điện tử của nghiên cứu sinh Vũ Xuân Mạnh là gì?,9520203
Thời gian bảo vệ luận án tiến sĩ của nghiên cứu sinh Vũ Xuân Mạnh là khi nào?,"09h00, ngày 10/12/2024"
Địa điểm bảo vệ luận án tiến sĩ của nghiên cứu sinh Vũ Xuân Mạnh ở đâu?,"Phòng 212, Nhà E3, Trường Đại học Công nghệ, 144 Xuân Thủy, Cầu Giấy, Hà Nội"
Đề tài luận án tiến sĩ của nghiên cứu sinh Vũ Xuân Mạnh là gì?,"Nghiên cứu, thiết kế, chế tạo chip vi lỏng có gắn cảm biến dựa trên công nghệ MEMS và hạt nano siêu thuận từ định hướng ứng dụng trong lĩnh vực y sinh."
"Trường Đại học Công nghệ, ĐHQGHN nằm ở địa chỉ nào?","144 Xuân Thủy, Cầu Giấy, Hà Nội"
Buổi bảo vệ luận án của NCS Vũ Xuân Mạnh thuộc cấp nào?,Cấp Đại học Quốc gia.
NCS Vũ Xuân Mạnh quê quán ở đâu?,Thái Bình.
