question,answer
Tên tiếng Việt của ngành đào tạo được mô tả trong văn bản là gì?,Kỹ thuật máy tính
Tên tiếng Anh của ngành đào tạo được mô tả trong văn bản là gì?,Computer Engineering
Mã số ngành Kỹ thuật máy tính là bao nhiêu?,7480106
Danh hiệu tốt nghiệp của ngành Kỹ thuật máy tính là gì?,Kỹ sư
Thời gian đào tạo ngành Kỹ thuật máy tính là bao lâu?,"4,5 năm"
Tên văn bằng tốt nghiệp ngành Kỹ thuật máy tính bằng tiếng Việt là gì?,Kỹ sư ngành Kỹ thuật máy tính
Tên văn bằng tốt nghiệp ngành Kỹ thuật máy tính bằng tiếng Anh là gì?,The Degree of Engineer in Computer Engineering
Kỹ sư ngành Kỹ thuật máy tính có khả năng gì về thiết kế hệ thống?,Thiết kế hệ thống dựa trên nền tảng máy tính bao gồm cả phần cứng lẫn phần mềm
Sinh viên ngành Kỹ thuật máy tính cần phát triển kiến thức và kỹ năng gì?,Kiến thức và kỹ năng cần có cho nghề nghiệp tương lai trong ngành Kỹ thuật máy tính
Hình thức tuyển sinh ngành Kỹ thuật máy tính của Trường Đại học Công nghệ như thế nào?,Theo quy định của ĐHQGHN
Dự kiến quy mô tuyển sinh ngành Kỹ thuật máy tính của Trường Đại học Công nghệ là bao nhiêu sinh viên mỗi năm?,100 sinh viên/năm
Mục tiêu của chương trình đào tạo ngành Kỹ thuật máy tính ở mức độ cơ bản là gì?,Sinh viên hiểu và biết được các kiến thức cơ bản và cần thiết của ngành Kỹ thuật Máy tính
Mục tiêu của chương trình đào tạo ngành Kỹ thuật máy tính ở mức độ chuẩn là gì?,"Sinh viên có khả năng vận dụng các kiến thức được học để phân tích, khai thác cũng như thiết kế máy tính và các hệ thống được xây dựng trên nền máy tính"
Mục tiêu của chương trình đào tạo ngành Kỹ thuật máy tính ở mức độ nâng cao là gì?,"Sinh viên có khả năng phát triển các kiến thức của ngành Kỹ thuật Máy tính như đề xuất các khái niệm, các tri thức mới giúp nâng cao việc vận dụng Máy tính trong cuộc sống"
Chương trình đào tạo ngành Kỹ thuật máy tính trang bị cho sinh viên điều gì về khoa học và công nghệ?,Nền tảng mạnh về khoa học và công nghệ liên quan
