question,answer
Văn bằng tốt nghiệp ngành Công nghệ Kỹ thuật Xây dựng tại Trường Đại học Công nghệ là gì?,Kỹ sư
Khối lượng kiến thức tối thiểu của chương trình đào tạo ngành Công nghệ Kỹ thuật Xây dựng tại Trường Đại học Công nghệ là bao nhiêu tín chỉ?,150 tín chỉ
Chuẩn đầu ra về ngoại ngữ của sinh viên ngành Công nghệ Kỹ thuật Xây dựng tại Trường Đại học Công nghệ tương đương bậc mấy theo Khung năng lực ngoại ngữ 6 bậc dùng cho Việt Nam?,Bậc 3
Sinh viên tốt nghiệp ngành Công nghệ Kỹ thuật Xây dựng tại Trường Đại học Công nghệ có thể làm việc ở vị trí nào?,"Cán bộ kỹ thuật, cán bộ thi công, giám sát các công trình và quản lý dự án"
Sinh viên tốt nghiệp ngành Công nghệ Kỹ thuật Xây dựng tại Trường Đại học Công nghệ có thể học lên trình độ nào?,"Sau đại học, nghiên cứu sinh"
Sinh viên tốt nghiệp ngành Công nghệ Kỹ thuật Xây dựng tại Trường Đại học Công nghệ cần có kỹ năng gì về bản vẽ?,"Đọc bản vẽ, trình bày, sắp xếp nội dung hồ sơ công trình"
Sinh viên tốt nghiệp ngành Công nghệ Kỹ thuật Xây dựng tại Trường Đại học Công nghệ cần có kỹ năng gì về máy móc?,"Thao tác sử dụng máy móc, trang thiết bị trong khảo sát, thi công công trình"
Sinh viên tốt nghiệp ngành Công nghệ Kỹ thuật Xây dựng tại Trường Đại học Công nghệ cần có kỹ năng gì về thông tin?,"Khai thác thông tin và xử lý dữ liệu liên quan đến lĩnh vực xây dựng qua mạng Internet, thư viện điện tử, sách, báo, tạp chí chuyên ngành"
Sinh viên tốt nghiệp ngành Công nghệ Kỹ thuật Xây dựng tại Trường Đại học Công nghệ cần có kỹ năng gì để phối hợp làm việc?,"Phối hợp giữa các bên liên quan như chủ đầu tư, tư vấn giám sát, tư vấn quản lý dự án, tư vấn thiết kế và nhà thầu"
Trường Đại học Công nghệ trang bị cho sinh viên tốt nghiệp ngành Công nghệ Kỹ thuật Xây dựng kỹ năng vận dụng kiến thức về vấn đề gì?,"Thích ứng với biến đổi khí hậu, tiết kiệm năng lượng, phát triển bền vững, văn hóa và môi trường trong các công trình xây dựng, giao thông"
Trường Đại học Công nghệ trang bị cho sinh viên tốt nghiệp ngành Công nghệ Kỹ thuật Xây dựng kiến thức về lĩnh vực nào?,"Công nghệ, kinh tế, môi trường, xã hội, văn hóa"
Sinh viên tốt nghiệp ngành Công nghệ Kỹ thuật Xây dựng tại Trường Đại học Công nghệ có những phẩm chất đạo đức cá nhân nào?,"Trung thực, lễ độ, khiêm tốn, nhiệt tình"
Sinh viên tốt nghiệp ngành Công nghệ Kỹ thuật Xây dựng tại Trường Đại học Công nghệ cần có phẩm chất đạo đức nghề nghiệp gì?,"Có trách nhiệm với công việc, trung thành với tổ chức, có ý thức trong an toàn lao động, thi công, nhiệt tình và say mê với công việc"
Sinh viên tốt nghiệp ngành Công nghệ Kỹ thuật Xây dựng tại Trường Đại học Công nghệ có những phẩm chất đạo đức xã hội nào?,"Có trách nhiệm với xã hội, tuân thủ luật pháp, có ý thức phục vụ, nhiệt tình tham gia các hoạt động xã hội"
Sinh viên tốt nghiệp ngành Công nghệ Kỹ thuật Xây dựng tại Trường Đại học Công nghệ cần có kỹ năng gì về quản lý?,"Quản lý thời gian, nguồn lực, dự án"
