question,answer
Tên ngành đào tạo được nhắc đến trong văn bản là gì?,Kỹ thuật robot
Mã số ngành Kỹ thuật robot là bao nhiêu?,7520217
Văn bằng tốt nghiệp ngành Kỹ thuật robot là gì?,Kĩ sư
Thời gian đào tạo ngành Kỹ thuật robot là bao lâu?,"4,5 năm"
Tên tiếng Anh của văn bằng Kỹ sư ngành Kỹ thuật Robot là gì?,The Degree of Engineer in Robotics Engineering
Mục tiêu chung của chương trình đào tạo ngành Kỹ thuật Robot là gì?,Đào tạo các kỹ sư có nền tảng căn bản về khoa học và công nghệ liên quan và có năng lực chuyên môn cao.
Kỹ sư ngành Kỹ thuật Robot có thể làm việc ở đâu?,"Các doanh nghiệp công nghệ, công nghiệp, dịch vụ, đào tạo, các tổ chức chính phủ và phi chính phủ."
Sinh viên ngành Kỹ thuật Robot cần có phẩm chất gì?,"Phẩm chất chính trị và đạo đức, ý thức phục vụ cộng đồng, có sức khỏe."
Sinh viên tốt nghiệp ngành Kỹ thuật Robot cần có khả năng gì?,Vận dụng các kiến thức cơ bản về toán và ngành Kỹ thuật Robot.
Sinh viên ngành Kỹ thuật Robot cần có kỹ năng gì?,"Kỹ năng làm việc nhóm hiệu quả, đọc hiểu và giao tiếp tốt bằng tiếng Anh."
Việc tuyển sinh ngành Kỹ thuật Robot dựa trên quy chế của ai?,Bộ Giáo dục và Đào tạo.
Việc tuyển sinh ngành Kỹ thuật Robot dựa trên hướng dẫn của ai?,Đại học Quốc gia Hà Nội.
Trường Đại học Công nghệ dựa vào đâu để tuyển sinh ngành Kỹ thuật Robot?,Đề án tuyển sinh hằng năm của Trường Đại học Công nghệ.
Tên tiếng Anh của ngành Kỹ thuật robot là gì?,Robotics Engineering
Ai là người cấp bằng Kỹ sư ngành Kỹ thuật Robot?,"Trường Đại học Công nghệ, ĐHQGHN."
