question,answer
Chương trình đào tạo ngành Công nghệ Hàng không Vũ trụ của Trường Đại học Công nghệ yêu cầu bao nhiêu tín chỉ?,160 tín chỉ.
Khối kiến thức chung trong chương trình đào tạo ngành Công nghệ Hàng không Vũ trụ của Trường Đại học Công nghệ chiếm bao nhiêu tín chỉ?,"29 tín chỉ (chưa tính GDTC, GDQP-AN và kỹ năng bổ trợ)."
Khối kiến thức theo lĩnh vực trong chương trình đào tạo ngành Công nghệ Hàng không Vũ trụ của Trường Đại học Công nghệ chiếm bao nhiêu tín chỉ?,21 tín chỉ.
Khối kiến thức theo khối ngành trong chương trình đào tạo ngành Công nghệ Hàng không Vũ trụ của Trường Đại học Công nghệ chiếm bao nhiêu tín chỉ?,12 tín chỉ.
Khối kiến thức theo nhóm ngành trong chương trình đào tạo ngành Công nghệ Hàng không Vũ trụ của Trường Đại học Công nghệ chiếm bao nhiêu tín chỉ?,23 tín chỉ.
Khối kiến thức ngành trong chương trình đào tạo ngành Công nghệ Hàng không Vũ trụ của Trường Đại học Công nghệ chiếm bao nhiêu tín chỉ?,75 tín chỉ.
Sinh viên ngành Công nghệ Hàng không Vũ trụ của Trường Đại học Công nghệ phải thực tập bao nhiêu tín chỉ?,8 tín chỉ.
Đồ án tốt nghiệp của sinh viên ngành Công nghệ Hàng không Vũ trụ tại Trường Đại học Công nghệ chiếm bao nhiêu tín chỉ?,10 tín chỉ.
"Môn học ""Những nguyên lý cơ bản của chủ nghĩa Mác-Lênin 1"" thuộc khối kiến thức nào của chương trình đào tạo ngành Công nghệ Hàng không Vũ trụ tại Trường Đại học Công nghệ?",Khối kiến thức chung.
"Môn học ""Đại số"" (Algebra) thuộc khối kiến thức nào của chương trình đào tạo ngành Công nghệ Hàng không Vũ trụ tại Trường Đại học Công nghệ?",Khối kiến thức theo lĩnh vực.
"Môn học ""Tín hiệu và hệ thống"" (Signals and systems) thuộc khối kiến thức nào của chương trình đào tạo ngành Công nghệ Hàng không Vũ trụ tại Trường Đại học Công nghệ?",Khối kiến thức theo khối ngành.
"Môn học ""Giới thiệu về Khoa học Vật liệu"" (Introduction to Materials Science) thuộc khối kiến thức nào của chương trình đào tạo ngành Công nghệ Hàng không Vũ trụ tại Trường Đại học Công nghệ?",Khối kiến thức theo nhóm ngành.
"Môn học ""Nhiệt động lực học"" (Thermodynamics) thuộc khối kiến thức nào của chương trình đào tạo ngành Công nghệ Hàng không Vũ trụ tại Trường Đại học Công nghệ?",Khối kiến thức ngành bắt buộc.
Sinh viên ngành Công nghệ Hàng không Vũ trụ của Trường Đại học Công nghệ có thể chọn định hướng chuyên sâu nào?,"Công nghệ thông tin, Điện tử Hàng không hoặc Động lực học, Điều khiển và Cơ khí Hàng không."
Có bao nhiêu tín chỉ dành cho khối kiến thức định hướng chuyên sâu trong chương trình đào tạo ngành Công nghệ Hàng không Vũ trụ của Trường Đại học Công nghệ?,27 tín chỉ.
