question,answer
Trường Đại học Công nghệ – ĐHQGHN triển khai BHYT năm 2025 đợt 2 khi nào?,Tháng 03/2025.
Sinh viên Trường Đại học Công nghệ có thể tra cứu thông tin về thời hạn thẻ BHYT ở đâu?,Trên trang https://baohiemxahoi.gov.vn/tracuu/pages/tra-cuu-thoi-han-su-dung-the-bhyt.aspx hoặc tại ứng dụng VssID.
Thời gian tham gia BHYT năm 2025 đợt 2 cho sinh viên Trường Đại học Công nghệ là bao lâu?,"09 tháng, từ tháng 04/2025 đến hết tháng 12/2025."
Số tiền sinh viên Trường Đại học Công nghệ phải nộp để tham gia BHYT đợt 2 năm 2025 là bao nhiêu?,663.390 đồng.
Sinh viên Trường Đại học Công nghệ nộp tiền BHYT vào tài khoản ngân hàng nào?,"Ngân hàng BIDV Cầu Giấy, Hà Nội."
Số tài khoản thụ hưởng BHYT của Trường Đại học Công nghệ là bao nhiêu?,2151409100.
Tên tài khoản thụ hưởng BHYT của Trường Đại học Công nghệ là gì?,"Trường Đại học Công nghệ, ĐHQGHN."
Cú pháp nộp tiền BHYT cho sinh viên Trường Đại học Công nghệ là gì?,<Mã người học> <Họ tên> Nộp BHYT 2025.
Thời gian nộp tiền BHYT đợt 2 cho sinh viên Trường Đại học Công nghệ là khi nào?,"Từ thứ Ba, ngày 04/03/2025 đến hết thứ Hai, ngày 10/03/2025."
Sinh viên quá hạn đào tạo chuẩn của Trường Đại học Công nghệ nộp tiền BHYT ở đâu?,Tại Phòng Công tác sinh viên (phòng 104-E3).
Thời gian nộp tiền BHYT cho sinh viên quá hạn đào tạo chuẩn của Trường Đại học Công nghệ là khi nào?,"Từ thứ Ba, ngày 04/03/2025 đến hết thứ Hai, ngày 10/03/2025."
Cơ quan BHXH nào tiếp nhận kinh phí tham gia BHYT của sinh viên Trường Đại học Công nghệ?,Cơ quan BHXH Cầu Giấy.
"Sau đợt triển khai BHYT này, Trường Đại học Công nghệ có hỗ trợ sinh viên tham gia BHYT năm 2025 nữa không?",Không.
Sinh viên Trường Đại học Công nghệ cần liên hệ với phòng ban nào nếu có thắc mắc về BHYT?,Phòng Công tác sinh viên.
Đợt triển khai BHYT năm 2025 này của Trường Đại học Công nghệ là đợt thứ mấy?,Đợt 2.
