question,answer
Tên chương trình trao đổi sinh viên được thông báo trong văn bản này là gì?,Chương trình trao đổi sinh viên DiscoverNUS kỳ mùa Thu năm 2025.
Chương trình trao đổi sinh viên DiscoverNUS năm 2025 kéo dài từ tháng mấy đến tháng mấy?,Từ tháng 8 năm 2025 đến tháng 12 năm 2025.
Hình thức tổ chức chương trình trao đổi sinh viên DiscoverNUS năm 2025 được tổ chức như thế nào?,Trực tiếp tại cơ sở đào tạo.
Sinh viên tham gia chương trình trao đổi DiscoverNUS năm 2025 có được miễn học phí không?,"Có, sinh viên được miễn học phí."
Sinh viên tham gia chương trình trao đổi DiscoverNUS năm 2025 có được sắp xếp chỗ ở không?,"Có, sinh viên được sắp xếp chỗ ở trong kí túc xá của trường."
Số lượng sinh viên Đại học Quốc gia Hà Nội được tham gia chương trình trao đổi DiscoverNUS năm 2025 là bao nhiêu?,10 sinh viên.
Sinh viên năm thứ mấy của hệ 4 năm có thể tham gia chương trình trao đổi DiscoverNUS năm 2025?,Năm thứ nhất tới năm thứ ba.
Điểm GPA tối thiểu để sinh viên có thể tham gia chương trình trao đổi DiscoverNUS năm 2025 là bao nhiêu?,3.0/4.0.
Chứng chỉ tiếng Anh IELTS tối thiểu để sinh viên có thể tham gia chương trình trao đổi DiscoverNUS năm 2025 là bao nhiêu?,6.5 trở lên.
Chứng chỉ tiếng Anh TOEFL iBT tối thiểu để sinh viên có thể tham gia chương trình trao đổi DiscoverNUS năm 2025 là bao nhiêu?,100 trở lên.
Sinh viên cần nộp hồ sơ đăng ký chương trình trao đổi DiscoverNUS năm 2025 ở đâu?,Phòng Công tác sinh viên (Phòng 104-E3).
Hạn chót nộp hồ sơ đăng ký chương trình trao đổi DiscoverNUS năm 2025 là khi nào?,"16h00, thứ Hai, ngày 03/03/2025."
Sinh viên cần gửi hồ sơ đăng ký chương trình trao đổi DiscoverNUS năm 2025 vào địa chỉ email nào?,huongbtt@vnu.edu.vn.
Văn bản này do đơn vị nào ban hành?,Đại học Quốc gia Hà Nội (ĐHQGHN).
Số công văn thông báo về chương trình trao đổi sinh viên DiscoverNUS kỳ mùa Thu năm 2025 của Đại học Quốc gia Hà Nội là bao nhiêu?,983/ĐHQGHN-HT&PT.
