question,answer
Tên tiếng Việt của ngành đào tạo được mô tả trong văn bản này là gì?,Kỹ thuật Robot
Tên tiếng Anh của ngành đào tạo được mô tả trong văn bản này là gì?,Robotics Engineering
Mã số ngành Kỹ thuật Robot là gì?,Ngành đào tạo thí điểm
Danh hiệu tốt nghiệp của sinh viên ngành Kỹ thuật Robot là gì?,Kỹ sư
Thời gian đào tạo ngành Kỹ thuật Robot là bao lâu?,"4,5 năm"
Tên văn bằng tốt nghiệp ngành Kỹ thuật Robot bằng tiếng Việt là gì?,Kỹ sư ngành Kỹ thuật Robot
Tên văn bằng tốt nghiệp ngành Kỹ thuật Robot bằng tiếng Anh là gì?,The Degree of Engineer in Robotics Engineering
Chương trình đào tạo ngành Kỹ thuật Robot trang bị cho sinh viên những khả năng gì?,"Thiết kế, xây dựng hệ thống robot gồm cả phần cứng lẫn phần mềm."
Sinh viên ngành Kỹ thuật Robot cần phát triển sự hiểu biết về những lĩnh vực khoa học nào?,"Khoa học cơ bản, toán học, cơ học, khoa học điện, điện tử và tin học."
Mục tiêu của chương trình đào tạo ngành Kỹ thuật Robot là gì?,Đào tạo các kỹ sư với nền tảng mạnh về khoa học và công nghệ liên quan đến robot.
Hình thức tuyển sinh vào ngành Kỹ thuật Robot là gì?,Theo quy định của ĐHQGHN.
Trường Đại học Công nghệ bắt đầu tuyển sinh ngành Kỹ thuật Robot từ năm nào?,Năm 2018.
Quy mô tuyển sinh khóa đầu tiên của ngành Kỹ thuật Robot là bao nhiêu sinh viên?,60 sinh viên.
Sinh viên tốt nghiệp ngành Kỹ thuật Robot cần hiểu về tương tác giữa ngành này với những yếu tố nào?,"Xã hội, công nghiệp, kinh doanh, công nghệ và môi trường."
Chương trình đào tạo ngành Kỹ thuật Robot có mấy mức độ đầu ra cho kỹ sư tốt nghiệp?,Ba mức độ.
