question,answer
Sinh viên tốt nghiệp ngành Công nghệ Hàng không Vũ trụ tại Trường Đại học Công nghệ cần có kiến thức gì về lý luận chính trị?,Cần trình bày được hệ thống tri thức khoa học những nguyên lý cơ bản của Chủ nghĩa Mác Lênin.
Sinh viên tốt nghiệp ngành Công nghệ Hàng không Vũ trụ tại Trường Đại học Công nghệ cần đạt trình độ ngoại ngữ tối thiểu nào?,Đạt trình độ tối thiểu tương đương bậc 3 theo Khung năng lực ngoại ngữ 6 bậc dùng cho Việt Nam.
Sinh viên tốt nghiệp ngành Công nghệ Hàng không Vũ trụ tại Trường Đại học Công nghệ cần có kiến thức về tin học như thế nào?,"Cần có khả năng phân tích, đánh giá và sử dụng một ngôn ngữ lập trình bậc cao."
Sinh viên ngành Công nghệ Hàng không Vũ trụ tại Trường Đại học Công nghệ cần có kỹ năng nghề nghiệp gì?,Có kỹ năng hoàn thành công việc phức tạp đòi hỏi vận dụng kiến thức lý thuyết và thực tiễn của ngành được đào tạo.
Sinh viên ngành Công nghệ Hàng không Vũ trụ tại Trường Đại học Công nghệ cần có phẩm chất đạo đức cá nhân như thế nào?,"Cần trung thực, lễ độ, khiêm tốn, nhiệt tình."
Sinh viên ngành Công nghệ Hàng không Vũ trụ tại Trường Đại học Công nghệ cần có phẩm chất đạo đức nghề nghiệp gì?,Cần có trách nhiệm với công việc và trung thành với tổ chức.
Sinh viên ngành Công nghệ Hàng không Vũ trụ tại Trường Đại học Công nghệ cần có phẩm chất đạo đức xã hội gì?,"Cần có trách nhiệm với xã hội, tuân thủ luật pháp và có ý thức phục vụ."
Kỹ sư ngành Công nghệ Hàng không Vũ trụ sau khi tốt nghiệp tại Trường Đại học Công nghệ có thể đảm nhiệm vị trí công tác nào?,"Kỹ sư thiết kế, chế tạo các thiết bị bay, vệ tinh."
Kỹ sư ngành Công nghệ Hàng không Vũ trụ sau khi tốt nghiệp tại Trường Đại học Công nghệ có thể làm gì liên quan đến hệ thống điều khiển?,"Kỹ sư thiết kế, lập trình các hệ thống điều khiển, hệ thống nhúng."
Sinh viên tốt nghiệp ngành Công nghệ Hàng không Vũ trụ tại Trường Đại học Công nghệ có kiến thức gì về vật lý?,"Hiểu và vận dụng được các kiến thức cơ bản về vật lý cơ, nhiệt, điện và quang."
Sinh viên tốt nghiệp ngành Công nghệ Hàng không Vũ trụ tại Trường Đại học Công nghệ cần nắm vững kiến thức gì về Giải tích toán học?,"Nắm được các kiến thức liên quan đến Giải tích toán học như tính giới hạn, tính đạo hàm, tính tích phân của các hàm một biến và hàm nhiều biến."
Sinh viên tốt nghiệp ngành Công nghệ Hàng không Vũ trụ tại Trường Đại học Công nghệ cần hiểu và vận dụng kiến thức gì về Đại số cao cấp?,"Hiểu và vận dụng được các kiến thức liên quan đến Đại số cao cấp như ma trận và các phép biến đổi, giải các hệ phương trình nhiều biến số."
"Sinh viên tốt nghiệp ngành Công nghệ Hàng không Vũ trụ tại Trường Đại học Công nghệ cần nắm được kiến thức cơ bản nào về kỹ thuật điện, điện tử?","Nắm được các kiến thức cơ bản trong kỹ thuật điện, điện tử; Có khả năng thiết kế các mạch điện, điện tử thông dụng."
Sinh viên tốt nghiệp ngành Công nghệ Hàng không Vũ trụ định hướng Công nghệ thông tin và Điện tử Hàng không tại Trường Đại học Công nghệ cần có kiến thức gì về viễn thám?,"Có kiến thức cơ bản về viễn thám, hệ thống thông tin địa lý, các kỹ thuật xử lý ảnh viễn thám, phân tích không gian, phát triển ứng dụng 3D trên nền bản đồ địa lý, quản lý dữ liệu không gian, xây dựng hạ tầng thông tin không gian."
"Sinh viên tốt nghiệp ngành Công nghệ Hàng không Vũ trụ định hướng Động lực học, Điều khiển và Cơ khí Hàng không tại Trường Đại học Công nghệ cần thành thạo kỹ năng gì về cơ khí?","Thành thạo các kỹ năng về cơ khí chế tạo, động lực học và mô hình hóa mô phỏng các thiết bị và hoạt động trong kỹ thuật hàng không vũ trụ, phân tích dữ liệu và nhận dạng hệ thống."
