question,answer
Tên tiếng Việt của ngành đào tạo được mô tả trong văn bản là gì?,Kỹ thuật năng lượng
Tên tiếng Anh của ngành đào tạo được mô tả trong văn bản là gì?,Energy Engineering
Danh hiệu tốt nghiệp của sinh viên ngành Kỹ thuật năng lượng là gì?,Kỹ sư
Thời gian đào tạo ngành Kỹ thuật năng lượng là bao lâu?,"4,5 năm"
Văn bằng tốt nghiệp bằng tiếng Việt của ngành Kỹ thuật năng lượng là gì?,Kỹ sư ngành Kỹ thuật năng lượng
Văn bằng tốt nghiệp bằng tiếng Anh của ngành Kỹ thuật năng lượng là gì?,The Degree of Engineer in Energy Engineering
Kỹ sư tốt nghiệp ngành Kỹ thuật năng lượng có thể làm việc ở những vị trí nào?,"Kỹ thuật, quản lý, chuyển giao và ứng dụng công nghệ mới"
Kỹ sư tốt nghiệp ngành Kỹ thuật năng lượng có thể làm việc ở những loại hình tổ chức nào?,"Tập đoàn công nghiệp, công ty kỹ thuật – sản xuất, cơ quan quản lý, viện nghiên cứu, trường đại học"
Hình thức tuyển sinh của Trường Đại học Công nghệ đối với ngành Kỹ thuật năng lượng là gì?,Theo quy định của ĐHQGHN
Dự kiến quy mô tuyển sinh ngành Kỹ thuật năng lượng của Trường Đại học Công nghệ là bao nhiêu?,60 sinh viên/năm
