question,answer
Tên tiếng Việt của ngành Khoa học Máy tính tại Trường Đại học Công nghệ là gì?,Khoa học máy tính
Tên tiếng Anh của ngành Khoa học Máy tính tại Trường Đại học Công nghệ là gì?,Computer Science
Mã số ngành Khoa học Máy tính của Trường Đại học Công nghệ là bao nhiêu?,52480101
Danh hiệu tốt nghiệp ngành Khoa học Máy tính tại Trường Đại học Công nghệ là gì?,Cử nhân
Thời gian đào tạo ngành Khoa học Máy tính tại Trường Đại học Công nghệ là bao lâu?,4 năm
Văn bằng tốt nghiệp ngành Khoa học Máy tính tại Trường Đại học Công nghệ được gọi là gì?,Cử nhân ngành Khoa học máy tính
Mục tiêu chung của chương trình đào tạo ngành Khoa học Máy tính tại Trường Đại học Công nghệ là gì?,Tạo ra nguồn nhân lực chất lượng cao trong lĩnh vực Khoa học máy tính.
Sinh viên ngành Khoa học Máy tính tại Trường Đại học Công nghệ được trang bị những kiến thức nền tảng nào?,"Cơ sở toán trong KHMT, lập trình, cấu trúc dữ liệu và giải thuật, lý thuyết thông tin, chương trình dịch, trí tuệ nhân tạo."
Sinh viên ngành Khoa học Máy tính tại Trường Đại học Công nghệ được trang bị những kiến thức chuyên sâu nào?,"Công nghệ phần mềm, cơ sở dữ liệu, mạng máy tính, kiến trúc máy tính."
Sinh viên tốt nghiệp ngành Khoa học Máy tính tại Trường Đại học Công nghệ cần có phẩm chất gì?,Phẩm chất chính trị tốt.
Hình thức tuyển sinh của Trường Đại học Công nghệ như thế nào?,Theo quy định của Đại học Quốc gia Hà Nội.
Dự kiến quy mô tuyển sinh ngành Khoa học Máy tính của Trường Đại học Công nghệ là bao nhiêu?,60 sinh viên / năm.
Sinh viên ngành Khoa học Máy tính tại Trường Đại học Công nghệ cần có thái độ làm việc như thế nào?,"Tinh thần làm việc theo nhóm, rèn luyện thường xuyên tính kỷ luật và khả năng giao tiếp."
Sinh viên tốt nghiệp ngành Khoa học Máy tính tại Trường Đại học Công nghệ có đạo đức nghề nghiệp gì?,"Đạo đức nghề nghiệp về bảo vệ thông tin, bản quyền."
Chương trình đào tạo ngành Khoa học Máy tính tại Trường Đại học Công nghệ thuộc khoa nào?,Khoa Công nghệ thông tin.
