question,answer
Tên tiếng Việt của ngành đào tạo được mô tả trong văn bản là gì?,Vật lý kỹ thuật
Mã số ngành Vật lý kỹ thuật là bao nhiêu?,7520401
Văn bằng tốt nghiệp ngành Vật lý kỹ thuật là gì?,Cử nhân
Thời gian đào tạo ngành Vật lý kỹ thuật là bao lâu?,4 năm
Tên tiếng Anh của văn bằng tốt nghiệp ngành Vật lý kỹ thuật là gì?,The Degree of Bachelor in Engineering Physics
Ngành Vật lý kỹ thuật đào tạo về lĩnh vực nào?,"Vật lý hiện đại, công nghệ nano và ứng dụng"
Sinh viên tốt nghiệp ngành Vật lý kỹ thuật có thể làm việc ở đâu?,"Các tập đoàn công nghiệp, công ty công nghệ, viện nghiên cứu, trường đại học"
Hình thức tuyển sinh của ngành Vật lý kỹ thuật là gì?,Theo quy định của ĐHQGHN
Tên tiếng Anh của ngành Vật lý kỹ thuật là gì?,Engineering Physics
Cử nhân ngành Vật lý kỹ thuật có thể đảm nhận những vị trí nào?,"Kỹ thuật, quản lý, chuyển giao và ứng dụng công nghệ mới"
Mục tiêu của chương trình đào tạo ngành Vật lý kỹ thuật là gì?,"Đào tạo cử nhân có kiến thức và kỹ năng về vật lý hiện đại, công nghệ nano và ứng dụng."
Cử nhân ngành Vật lý kỹ thuật có thể học lên bậc nào?,Bậc sau đại học
Chương trình đào tạo ngành Vật lý Kỹ thuật thuộc trường nào?,"Trường Đại học Công nghệ, ĐHQGHN"
Cử nhân ngành Vật lý Kỹ thuật có kiến thức về ứng dụng trong các lĩnh vực nào?,"Vật liệu mới, vi điện tử – đo lường, y – sinh và môi trường."
Thông tin tuyển sinh ngành Vật lý Kỹ thuật được quy định bởi ai?,ĐHQGHN
