question,answer
Tổng số tín chỉ của chương trình đào tạo ngành Khoa học Máy tính (CLC TT23) tại Trường Đại học Công nghệ là bao nhiêu?,158 tín chỉ
Sinh viên ngành Khoa học Máy tính (CLC TT23) tại Trường Đại học Công nghệ cần học bao nhiêu tín chỉ khối kiến thức chung?,"34 tín chỉ (chưa tính Giáo dục thể chất, Giáo dục Quốc phòng – An ninh, Kỹ năng bổ trợ)"
Ngành Khoa học Máy tính (CLC TT23) tại Trường Đại học Công nghệ có bao nhiêu tín chỉ khối kiến thức chung theo lĩnh vực là bắt buộc?,15 tín chỉ
Sinh viên ngành Khoa học Máy tính (CLC TT23) tại Trường Đại học Công nghệ phải học bao nhiêu tín chỉ bắt buộc trong khối kiến thức chung cho khối ngành?,6 tín chỉ
Khối kiến thức ngành của chương trình Khoa học Máy tính (CLC TT23) tại Trường Đại học Công nghệ yêu cầu bao nhiêu tín chỉ?,75 tín chỉ
Sinh viên ngành Khoa học Máy tính (CLC TT23) tại Trường Đại học Công nghệ phải học bao nhiêu tín chỉ bắt buộc trong khối kiến thức ngành?,21 tín chỉ
"Môn học ""Những nguyên lý cơ bản của chủ nghĩa Mác – Lênin 1"" ở Trường Đại học Công nghệ có mã học phần là gì?",PHI1004
"Môn học ""Đường lối cách mạng của Đảng Cộng sản Việt Nam"" tại Trường Đại học Công nghệ yêu cầu môn học tiên quyết nào?",Tư tưởng Hồ Chí Minh
"Môn học ""Giải tích 2"" ở Trường Đại học Công nghệ có số tín chỉ là bao nhiêu?",4 tín chỉ
"Môn học ""Tín hiệu và hệ thống"" ở Trường Đại học Công nghệ yêu cầu môn học tiên quyết nào?",Giải tích 2
"Môn học ""Lập trình hướng đối tượng"" ở Trường Đại học Công nghệ yêu cầu môn học tiên quyết nào?",Lập trình nâng cao
"Môn học ""Trí tuệ nhân tạo"" ở Trường Đại học Công nghệ yêu cầu môn học tiên quyết nào?",Cấu trúc dữ liệu và giải thuật
"Môn học ""Kiến trúc phần mềm"" ở Trường Đại học Công nghệ yêu cầu môn học tiên quyết nào?",Lập trình hướng đối tượng
"Môn học ""Thực tập doanh nghiệp"" của ngành Khoa học Máy tính (CLC TT23) tại Trường Đại học Công nghệ có bao nhiêu giờ thực hành?",30 giờ
Sinh viên ngành Khoa học Máy tính (CLC TT23) tại Trường Đại học Công nghệ cần hoàn thành bao nhiêu tín chỉ cho khóa luận tốt nghiệp?,10 tín chỉ
