question,answer
Tên tiếng Việt của ngành đào tạo được đề cập trong văn bản là gì?,Kỹ thuật máy tính
Tên tiếng Anh của ngành đào tạo được đề cập trong văn bản là gì?,Computer Engineering
Mã số ngành Kỹ thuật Máy tính là bao nhiêu?,7480106
Danh hiệu tốt nghiệp của ngành Kỹ thuật Máy tính là gì?,Kỹ sư
Thời gian đào tạo ngành Kỹ thuật Máy tính là bao lâu?,"4,5 năm"
Văn bằng sau tốt nghiệp ngành Kỹ thuật Máy tính có tên tiếng Việt là gì?,Kỹ sư ngành Kỹ thuật máy tính
Văn bằng sau tốt nghiệp ngành Kỹ thuật Máy tính có tên tiếng Anh là gì?,The Degree of Engineer in Computer Engineering
Chương trình đào tạo ngành Kỹ thuật Máy tính trang bị kiến thức chuyên môn trên những lĩnh vực nào?,Phần cứng và phần mềm
Mục tiêu của chương trình đào tạo ngành Kỹ thuật Máy tính là gì?,"Đào tạo kỹ sư có kiến thức chuyên môn cao, khả năng tự học, phẩm chất đạo đức và trách nhiệm xã hội."
Sinh viên tốt nghiệp ngành Kỹ thuật Máy tính cần có hiểu biết về lĩnh vực nào để tiếp nhận kiến thức mới?,Khoa học cơ bản
Sinh viên tốt nghiệp ngành Kỹ thuật Máy tính cần có kỹ năng gì?,"Giao tiếp, làm việc nhóm, phát hiện và giải quyết vấn đề, tư duy, phản biện, sáng tạo."
Sinh viên tốt nghiệp ngành Kỹ thuật Máy tính cần có trình độ ngoại ngữ và công nghệ thông tin như thế nào?,"Tốt, có khả năng hội nhập quốc tế."
Thông tin tuyển sinh của Trường Đại học Công nghệ dựa trên quy định của đơn vị nào?,"Bộ Giáo dục và Đào tạo, Đại học Quốc gia Hà Nội và Đề án tuyển sinh hằng năm của Trường Đại học Công nghệ."
Trường Đại học Công nghệ đào tạo ngành nào được đề cập trong văn bản?,Kỹ thuật máy tính
Người tốt nghiệp ngành Kỹ thuật máy tính có cần phẩm chất đạo đức tốt không?,Có
