question,answer
Tên chương trình đào tạo được mô tả trong văn bản này là gì?,Chương trình đào tạo ngành Kỹ thuật máy tính.
Trường đại học nào cung cấp chương trình đào tạo ngành Kỹ thuật máy tính này?,"Trường Đại học Công nghệ, ĐHQGHN."
"Tổng số tín chỉ của chương trình đào tạo ngành Kỹ thuật máy tính (chưa tính các học phần Giáo dục thể chất, Giáo dục quốc phòng-an ninh, Kỹ năng bổ trợ) là bao nhiêu?",150 tín chỉ.
Số tín chỉ khối kiến thức chung trong chương trình đào tạo ngành Kỹ thuật máy tính là bao nhiêu?,21 tín chỉ.
Số tín chỉ khối kiến thức theo lĩnh vực trong chương trình đào tạo ngành Kỹ thuật máy tính là bao nhiêu?,19 tín chỉ.
Số tín chỉ khối kiến thức theo khối ngành trong chương trình đào tạo ngành Kỹ thuật máy tính là bao nhiêu?,10 tín chỉ.
Số tín chỉ khối kiến thức theo nhóm ngành trong chương trình đào tạo ngành Kỹ thuật máy tính là bao nhiêu?,31 tín chỉ.
Số tín chỉ khối kiến thức ngành trong chương trình đào tạo ngành Kỹ thuật máy tính là bao nhiêu?,69 tín chỉ.
Sinh viên ngành Kỹ thuật máy tính cần hoàn thành bao nhiêu tín chỉ học phần bắt buộc?,38 tín chỉ.
Sinh viên ngành Kỹ thuật máy tính cần hoàn thành bao nhiêu tín chỉ học phần lựa chọn theo định hướng?,12/24 tín chỉ.
Sinh viên ngành Kỹ thuật máy tính cần hoàn thành bao nhiêu tín chỉ học phần bổ trợ?,06 tín chỉ.
Sinh viên ngành Kỹ thuật máy tính cần hoàn thành bao nhiêu tín chỉ khóa luận tốt nghiệp/các học phần thay thế?,13 tín chỉ.
"Học phần ""Triết học Mác – Lênin"" (Marxist-Leninist Philosophy) thuộc khối kiến thức nào?",Khối kiến thức chung.
"Học phần ""Đại số"" (Algebra) thuộc khối kiến thức nào?",Khối kiến thức theo lĩnh vực.
"Học phần ""Tín hiệu và hệ thống"" (Signals and systems) thuộc khối kiến thức nào?",Khối kiến thức theo khối ngành.
