question,answer
"Trường Đại học Công nghệ, Đại học Quốc gia Hà Nội đào tạo ngành nào trong văn bản?",Vật lý Kỹ thuật
Mã số ngành Vật lý Kỹ thuật của Trường Đại học Công nghệ là bao nhiêu?,7520401
Trường Đại học Công nghệ cấp bằng gì cho sinh viên tốt nghiệp ngành Vật lý Kỹ thuật?,Cử nhân
Thời gian đào tạo ngành Vật lý Kỹ thuật tại Trường Đại học Công nghệ là bao lâu?,4 năm
Văn bằng tốt nghiệp ngành Vật lý Kỹ thuật tại Trường Đại học Công nghệ có tên tiếng Anh là gì?,The Degree of Bachelor in Engineering Physics
Mục tiêu chung của chương trình đào tạo ngành Vật lý Kỹ thuật tại Trường Đại học Công nghệ là gì?,Đào tạo cử nhân có kiến thức và kỹ năng về vật lý và công nghệ hiện đại.
Cử nhân ngành Vật lý Kỹ thuật của Trường Đại học Công nghệ có thể làm việc ở đâu?,"Các tập đoàn công nghiệp, công ty công nghệ, viện nghiên cứu, trường đại học."
Cử nhân ngành Vật lý Kỹ thuật của Trường Đại học Công nghệ có thể học lên bậc cao hơn không?,"Có thể học lên thạc sỹ, tiến sỹ."
MT2 trong mục tiêu cụ thể của chương trình Vật lý Kỹ thuật tại Trường Đại học Công nghệ là gì?,"Vận dụng được những kiến thức đa ngành về khoa học cơ bản, khoa học vật liệu, vật lý và tin học áp dụng vào thực tiễn của ngành VLKT."
MT3 trong mục tiêu cụ thể của chương trình Vật lý Kỹ thuật tại Trường Đại học Công nghệ là gì?,"Có kỹ năng sử dụng thành thạo các công cụ định lượng, các phần mềm chuyên dụng cho công việc nghiên cứu, phân tích trong lĩnh vực Vật lý Kỹ thuật; có kỹ năng sử dụng ngoại ngữ và tin học hiệu quả trong công việc."
MT4 trong mục tiêu cụ thể của chương trình Vật lý Kỹ thuật tại Trường Đại học Công nghệ là gì?,"Có kỹ năng làm việc độc lập hoặc theo nhóm, kỹ năng giao tiếp hiệu quả trong công việc; có tác phong chuyên nghiệp, tuân thủ kỷ luật lao động, đạo đức nghề nghiệp, trách nhiệm và tin cậy trong công việc."
MT5 trong mục tiêu cụ thể của chương trình Vật lý Kỹ thuật tại Trường Đại học Công nghệ là gì?,"Có năng lực tự học, tự nghiên cứu, tích lũy kinh nghiệm để nâng cao trình độ chuyên môn và thích nghi với các môi trường làm việc khác nhau."
Trường Đại học Công nghệ tuyển sinh dựa trên quy định của cơ quan nào?,Bộ Giáo dục và Đào tạo; Đại học Quốc gia Hà Nội.
Đề án tuyển sinh của Trường Đại học Công nghệ có ảnh hưởng đến công tác tuyển sinh không?,Có
Tên tiếng Anh của ngành Vật lý Kỹ thuật tại Trường Đại học Công nghệ là gì?,Engineering Physics
