question,answer
Tên tiếng Việt của ngành đào tạo được mô tả trong văn bản là gì?,Khoa học Máy tính
Tên tiếng Anh của ngành Khoa học Máy tính là gì?,Computer Science
Mã số đào tạo của ngành Khoa học Máy tính là bao nhiêu?,7480101
Danh hiệu tốt nghiệp của sinh viên ngành Khoa học Máy tính là gì?,Cử nhân
Thời gian đào tạo ngành Khoa học Máy tính là bao lâu?,04 năm
Văn bằng tốt nghiệp ngành Khoa học Máy tính bằng tiếng Việt là gì?,Cử nhân ngành Khoa học Máy tính
Văn bằng tốt nghiệp ngành Khoa học Máy tính bằng tiếng Anh là gì?,The Degree of Bachelor in Computer Science
Mục tiêu chung của chương trình đào tạo Cử nhân Khoa học Máy tính là gì?,"Đào tạo những sinh viên giỏi về chuyên môn và cao về kỹ năng, đáp ứng nhu cầu nhân lực CNTT."
Sinh viên tốt nghiệp ngành Khoa học Máy tính được trang bị kiến thức gì?,"Kiến thức về toán, khoa học tự nhiên, khoa học xã hội, nhân văn, ngoại ngữ và Công nghệ thông tin."
Chương trình Khoa học Máy tính chú trọng phát triển kỹ năng gì cho sinh viên?,Kỹ năng lập trình với nhiều ngôn ngữ và môi trường lập trình tiên tiến.
Sinh viên ngành Khoa học Máy tính được trang bị kiến thức cơ bản về lĩnh vực nào?,"Cơ sở toán, lập trình, cấu trúc dữ liệu và giải thuật, học máy, khoa học dữ liệu và trí tuệ nhân tạo."
Có bao nhiêu định hướng chuyên sâu trong ngành Khoa học Máy tính?,Bốn
Tên một trong các định hướng chuyên sâu của ngành Khoa học Máy tính là gì?,Phát triển phần mềm và ứng dụng
Trường Đại học Công nghệ tuyển sinh ngành Khoa học Máy tính theo quy chế của đơn vị nào?,"Bộ Giáo dục và Đào tạo, Đại học Quốc gia Hà Nội và Đề án tuyển sinh của Trường Đại học Công nghệ."
Chương trình Cử nhân Khoa học Máy tính của Trường Đại học Công nghệ tập trung theo hướng nào?,Hướng công nghệ.
