question,answer
Tổng số tín chỉ của chương trình đào tạo ngành Kỹ thuật điều khiển và tự động hóa là bao nhiêu?,150 tín chỉ
Khối kiến thức chung của chương trình đào tạo ngành Kỹ thuật điều khiển và tự động hóa chiếm bao nhiêu tín chỉ?,16 tín chỉ
Khối kiến thức theo lĩnh vực của chương trình đào tạo ngành Kỹ thuật điều khiển và tự động hóa chiếm bao nhiêu tín chỉ?,22 tín chỉ
Khối kiến thức theo khối ngành của chương trình đào tạo ngành Kỹ thuật điều khiển và tự động hóa chiếm bao nhiêu tín chỉ?,6 tín chỉ
Khối kiến thức theo nhóm ngành của chương trình đào tạo ngành Kỹ thuật điều khiển và tự động hóa chiếm bao nhiêu tín chỉ?,14 tín chỉ
Khối kiến thức ngành của chương trình đào tạo ngành Kỹ thuật điều khiển và tự động hóa chiếm bao nhiêu tín chỉ?,92 tín chỉ
Phần thực tập và tốt nghiệp của chương trình đào tạo ngành Kỹ thuật điều khiển và tự động hóa chiếm bao nhiêu tín chỉ?,13 tín chỉ
Học phần Triết học Mác – Lênin có mã học phần là gì?,PHI1006
Học phần Kinh tế chính trị Mác – Lênin yêu cầu học phần tiên quyết nào?,PHI1006
Học phần Giải tích 2 yêu cầu học phần tiên quyết nào?,MAT1041
Học phần Vật lý đại cương 2 yêu cầu học phần tiên quyết nào?,EPN1095
Học phần Phương pháp tính trong kỹ thuật yêu cầu học phần tiên quyết nào?,"INT1008, MAT1093, MAT1042"
Học phần Cơ học kỹ thuật 2 yêu cầu học phần tiên quyết nào?,EMA2036
Học phần Nhập môn điều khiển thông minh yêu cầu học phần tiên quyết nào?,"MAT1042, EMA2013"
"Học phần Lập trình nâng cao ứng dụng trong đo lường, điều khiển yêu cầu học phần tiên quyết nào?","INT1008, EMA2013"
