question,answer
Tên tiếng Việt của ngành Công nghệ Thông tin tại Trường Đại học Công nghệ là gì?,Công nghệ Thông tin
Tên tiếng Anh của ngành Công nghệ Thông tin tại Trường Đại học Công nghệ là gì?,Information Technology
Mã số ngành đào tạo Công nghệ Thông tin tại Trường Đại học Công nghệ là gì?,7480201
Sinh viên tốt nghiệp ngành Công nghệ Thông tin tại Trường Đại học Công nghệ được nhận danh hiệu gì?,Cử nhân
Thời gian đào tạo ngành Công nghệ Thông tin tại Trường Đại học Công nghệ là bao lâu?,4 năm
Văn bằng tốt nghiệp ngành Công nghệ Thông tin tại Trường Đại học Công nghệ có tên tiếng Việt là gì?,Cử nhân ngành Công nghệ Thông tin
Văn bằng tốt nghiệp ngành Công nghệ Thông tin tại Trường Đại học Công nghệ có tên tiếng Anh là gì?,The Degree of Bachelor in Information Technology
Trường Đại học Công nghệ trang bị cho sinh viên ngành Công nghệ Thông tin những kiến thức gì?,Kiến thức cơ bản và chuyên sâu về Công nghệ thông tin.
Trường Đại học Công nghệ đào tạo kỹ năng gì cho sinh viên ngành Công nghệ Thông tin?,"Kỹ năng thực hành cao, kỹ năng tự học, nghiên cứu, làm việc theo nhóm và kỹ năng giao tiếp."
Trường Đại học Công nghệ bồi dưỡng phẩm chất gì cho sinh viên ngành Công nghệ Thông tin?,"Phẩm chất chính trị tốt, ý thức tổ chức kỷ luật, tác phong làm việc khoa học, nghiêm túc, có pháp luật và đạo đức nghề nghiệp."
Định hướng Công nghệ phần mềm trang bị kiến thức gì cho sinh viên Trường Đại học Công nghệ?,"Kiến thức cơ bản và chuyên sâu về quy trình xây dựng, quản lý và bảo trì hệ thống phần mềm."
Định hướng Hệ thống thông tin trang bị kiến thức gì cho sinh viên Trường Đại học Công nghệ?,Kiến thức cơ bản và chuyên sâu về Hệ thống thông tin.
Định hướng Mạng và truyền thông máy tính trang bị kiến thức gì cho sinh viên Trường Đại học Công nghệ?,Kiến thức cơ bản và chuyên sâu về Mạng và truyền thông máy tính.
Hình thức tuyển sinh của Trường Đại học Công nghệ như thế nào?,Theo quy định của Đại học Quốc gia Hà Nội.
Dự kiến quy mô tuyển sinh ngành Công nghệ Thông tin của Trường Đại học Công nghệ là bao nhiêu?,150 sinh viên/năm.
