question,answer
Tổng số tín chỉ của chương trình đào tạo ngành Vật lý kỹ thuật tại Trường Đại học Công nghệ là bao nhiêu?,134 tín chỉ.
Sinh viên ngành Vật lý kỹ thuật tại Trường Đại học Công nghệ cần hoàn thành bao nhiêu tín chỉ khối kiến thức chung?,"29 tín chỉ (không tính các học phần GDTC, GDQP-AN và kỹ năng bổ trợ)."
Ngành Vật lý kỹ thuật tại Trường Đại học Công nghệ có bao nhiêu tín chỉ thuộc khối kiến thức theo lĩnh vực?,18 tín chỉ.
Sinh viên ngành Vật lý kỹ thuật tại Trường Đại học Công nghệ cần học bao nhiêu tín chỉ thuộc khối kiến thức theo khối ngành?,6 tín chỉ.
Ngành Vật lý kỹ thuật tại Trường Đại học Công nghệ có bao nhiêu tín chỉ thuộc khối kiến thức theo nhóm ngành?,14 tín chỉ.
Sinh viên ngành Vật lý kỹ thuật tại Trường Đại học Công nghệ cần hoàn thành bao nhiêu tín chỉ khối kiến thức ngành?,67 tín chỉ.
Sinh viên ngành Vật lý kỹ thuật tại Trường Đại học Công nghệ cần hoàn thành bao nhiêu tín chỉ học phần bắt buộc của khối kiến thức ngành?,39 tín chỉ.
Số tín chỉ định hướng chuyên sâu bắt buộc của ngành Vật lý kỹ thuật tại Trường Đại học Công nghệ là bao nhiêu?,9 tín chỉ.
Số tín chỉ định hướng chuyên sâu tự chọn của ngành Vật lý kỹ thuật tại Trường Đại học Công nghệ là bao nhiêu?,8 tín chỉ.
Sinh viên ngành Vật lý kỹ thuật tại Trường Đại học Công nghệ cần hoàn thành bao nhiêu tín chỉ thực tập và khóa luận tốt nghiệp?,7 tín chỉ.
Môn học Những nguyên lý cơ bản của chủ nghĩa Mác - Lênin 1 tại Trường Đại học Công nghệ có mã học phần là gì?,PHI1004.
Môn học Tư tưởng Hồ Chí Minh tại Trường Đại học Công nghệ có bao nhiêu tín chỉ?,2 tín chỉ.
Môn học Giải tích 1 tại Trường Đại học Công nghệ yêu cầu môn học tiên quyết nào?,Không có môn tiên quyết.
Môn học Vật lý lượng tử tại Trường Đại học Công nghệ yêu cầu môn học tiên quyết nào?,"PHY1100, PHY1103, EPN2023."
Môn học Vật lý và công nghệ laser tại Trường Đại học Công nghệ yêu cầu môn học tiên quyết nào?,EPN2005.
