question,answer
Sinh viên tốt nghiệp ngành Công nghệ Kỹ thuật Xây dựng của Trường Đại học Công nghệ có kiến thức chuyên sâu về lĩnh vực nào?,Kỹ thuật giao thông và xây dựng.
Sinh viên ngành Công nghệ Kỹ thuật Xây dựng của Trường Đại học Công nghệ cần tích lũy bao nhiêu tín chỉ?,159 tín chỉ.
Sinh viên tốt nghiệp ngành Công nghệ Kỹ thuật Xây dựng của Trường Đại học Công nghệ có thể sử dụng phần mềm nào?,Các phần mềm chuyên ngành trong thiết kế và tính toán kết cấu trong xây dựng và giao thông.
Sinh viên tốt nghiệp ngành Công nghệ Kỹ thuật Xây dựng của Trường Đại học Công nghệ cần nắm vững kiến thức cơ bản về lĩnh vực vật lý nào?,"Vật lý cơ – nhiệt, điện và quang."
Sinh viên ngành Công nghệ Kỹ thuật Xây dựng của Trường Đại học Công nghệ cần nắm vững kiến thức cơ bản về ngành cơ học nào?,"Cơ học môi trường liên tục, cơ học lý thuyết."
Sinh viên ngành Công nghệ Kỹ thuật Xây dựng của Trường Đại học Công nghệ cần nắm vững kiến thức cơ bản về cơ học kỹ thuật nào?,"Cơ học vật rắn biến dạng, sức bền vật liệu, cơ học kết cấu, thủy lực, cơ học đất."
Sinh viên tốt nghiệp ngành Công nghệ Kỹ thuật Xây dựng của Trường Đại học Công nghệ có thể làm những công việc nào liên quan đến công trình xây dựng?,"Tính toán, thiết kế và thi công."
Sinh viên ngành Công nghệ Kỹ thuật Xây dựng của Trường Đại học Công nghệ cần có kỹ năng gì liên quan đến hồ sơ công trình?,"Đọc bản vẽ, trình bày, sắp xếp nội dung hồ sơ công trình."
Kỹ năng nào giúp sinh viên tốt nghiệp ngành Công nghệ Kỹ thuật Xây dựng của Trường Đại học Công nghệ phối hợp với các bên liên quan để hoàn thành công trình một cách hiệu quả?,"Kỹ năng phối hợp giữa các bên liên quan như chủ đầu tư, tư vấn giám sát, tư vấn quản lý dự án, tư vấn thiết kế và nhà thầu."
Sinh viên tốt nghiệp ngành Công nghệ Kỹ thuật Xây dựng của Trường Đại học Công nghệ cần đạt chuẩn ngoại ngữ đầu ra tối thiểu ở bậc mấy theo Khung năng lực ngoại ngữ 6 bậc dùng cho Việt Nam?,Bậc 3.
Sinh viên tốt nghiệp ngành Công nghệ Kỹ thuật Xây dựng của Trường Đại học Công nghệ có thể làm việc ở vị trí nào sau khi tốt nghiệp?,"Cán bộ kỹ thuật, cán bộ thi công, giám sát các công trình và quản lý dự án."
Sinh viên tốt nghiệp ngành Công nghệ Kỹ thuật Xây dựng của Trường Đại học Công nghệ có thể làm việc trong cơ quan nhà nước nào?,"Các cơ quan thuộc Bộ Xây dựng, các cơ quan thuộc Bộ Giao thông vận tải."
"Sau khi tốt nghiệp, sinh viên ngành Công nghệ Kỹ thuật Xây dựng của Trường Đại học Công nghệ có thể học tiếp lên trình độ nào?","Trình độ sau đại học, nghiên cứu sinh."
Sinh viên tốt nghiệp ngành Công nghệ Kỹ thuật Xây dựng của Trường Đại học Công nghệ có thể học sau đại học chuyên sâu về lĩnh vực nào?,Kết cấu công trình; vật liệu mới trong xây dựng; địa kỹ thuật công trình; quy hoạch giao thông vùng và giao thông đô thị.
Sinh viên tốt nghiệp ngành Công nghệ Kỹ thuật Xây dựng của Trường Đại học Công nghệ cần có phẩm chất đạo đức nghề nghiệp nào?,"Trách nhiệm cao với công việc; Có ý thức trong an toàn lao động, thi công; Trung thành với tổ chức."
