question,answer
Tên đầy đủ của trường là gì?,"Trường Đại học Công nghệ, Đại học Quốc gia Hà Nội."
Sinh viên tốt nghiệp ngành Thiết kế Công nghiệp và Đồ họa cần có phẩm chất đạo đức như thế nào?,"Có phẩm chất đạo đức cá nhân tốt, chuẩn mực trong lời nói, hành vi, thân thiện với bạn bè đồng nghiệp, có tinh thần tự học và sẵn sàng đương đầu khó khăn, chủ động, tự tin trong công việc và dám chịu trách nhiệm."
Sinh viên tốt nghiệp ngành Thiết kế Công nghiệp và Đồ họa có thể làm những công việc gì?,"Cán bộ thiết kế sản phẩm kĩ thuật, công nghiệp; Thiết kế mĩ thuật, nội thất; quảng cáo; multimedia."
Sinh viên tốt nghiệp ngành Thiết kế Công nghiệp và Đồ họa có thể học lên trình độ nào?,"Trình độ sau đại học, nghiên cứu sinh."
"Sau khi tốt nghiệp, sinh viên ngành Thiết kế Công nghiệp và Đồ họa có những khả năng nào?",Thực hiện hiệu quả các dự án thiết kế một cách độc lập; có thể làm trưởng một nhóm thiết kế và làm việc trong các dự án thiết kế lớn; có năng lực tham mưu tư vấn.
Sinh viên ngành Thiết kế Công nghiệp và Đồ họa cần có năng lực ngoại ngữ ở mức độ nào?,Tương đương trình độ Bậc 3/6 theo Khung năng lực ngoại ngữ 6 bậc dùng cho Việt Nam.
Ngành Thiết kế Công nghiệp và Đồ họa trang bị cho sinh viên những kiến thức gì về công nghệ?,Các kiến thức về công nghệ kĩ thuật và nghệ thuật vào lĩnh vực thiết kế công nghiệp và đồ họa.
Sinh viên ngành Thiết kế Công nghiệp và Đồ họa có được trang bị kiến thức về pháp luật không?,"Có, sinh viên được trang bị kiến thức cơ bản về khoa học xã hội, khoa học chính trị và pháp luật."
Sinh viên ngành Thiết kế Công nghiệp và Đồ họa cần có kỹ năng gì về công cụ thiết kế?,Sử dụng thành thạo các công cụ thiết kế hiện đại cho lĩnh vực thiết kế công nghiệp và đồ họa.
Sinh viên ngành Thiết kế Công nghiệp và Đồ họa cần có phẩm chất nghề nghiệp như thế nào?,"Trung thực, khách quan, thúc đẩy công bằng và nhân đạo, cầu tiến, hợp tác, nghiêm túc với công việc được giao."
"Sau khi tốt nghiệp, sinh viên ngành Thiết kế Công nghiệp và Đồ họa có thể làm việc ở những loại hình tổ chức nào?","Các tổ chức, doanh nghiệp trong và ngoài nước của lĩnh thiết kế công nghiệp và đồ hoạ."
Sinh viên tốt nghiệp ngành Thiết kế Công nghiệp và Đồ họa cần có mức độ tự chủ và trách nhiệm như thế nào?,"Chủ động tuân thủ pháp luật, đạo đức nghề nghiệp; thể hiện tính trung thực, chịu trách nhiệm cá nhân, hỗ trợ đồng nghiệp; tự chủ, tự chịu trách nhiệm trong công việc."
Ngành Thiết kế Công nghiệp và Đồ họa đào tạo sinh viên những kỹ năng thiết kế nào?,"Thiết kế được các sản phẩm kĩ thuật, công nghiệp và đồ họa."
Sinh viên tốt nghiệp ngành Thiết kế Công nghiệp và Đồ họa cần có khả năng gì để giải quyết vấn đề?,"Phân tích được các tình huống trên cơ sở tư duy logic, biện chứng để giải quyết các vấn đề thực tế trong lĩnh vực thiết kế công nghiệp và đồ họa."
"Sau khi tốt nghiệp, sinh viên ngành Thiết kế Công nghiệp và Đồ họa có thể học lên các chuyên ngành nào?","Thiết kế kĩ thuật, thiết kế công nghiệp, thiết kế hệ thống, thiết kế đồ hoạ, thiết kế mĩ thuật và thiết kế sản phẩm."
