question,answer
Tên tiếng Anh của ngành Công nghệ Thông tin tại Trường Đại học Công nghệ là gì?,Information Technology
Mã số ngành đào tạo Công nghệ Thông tin tại Trường Đại học Công nghệ là bao nhiêu?,7480201
"Sau khi tốt nghiệp ngành Công nghệ Thông tin tại Trường Đại học Công nghệ, sinh viên nhận được danh hiệu gì?",Cử nhân
Thời gian đào tạo ngành Công nghệ Thông tin tại Trường Đại học Công nghệ là mấy năm?,4 năm
Tên văn bằng tốt nghiệp ngành Công nghệ Thông tin bằng tiếng Anh tại Trường Đại học Công nghệ là gì?,The Degree of Bachelor in Information Technology
Mục tiêu chung của chương trình Công nghệ Thông tin tại Trường Đại học Công nghệ là gì?,Đào tạo nguồn nhân lực cử nhân có trình độ chuyên môn cao về CNTT.
Chương trình Công nghệ Thông tin tại Trường Đại học Công nghệ có bao nhiêu định hướng chuyên sâu?,4
"Định hướng nào tập trung vào các phương pháp, công cụ và quy trình phát triển phần mềm tại chương trình Công nghệ Thông tin của Trường Đại học Công nghệ?",Công nghệ phần mềm
Định hướng Hệ thống thông tin trang bị kiến thức gì cho sinh viên tại chương trình Công nghệ Thông tin của Trường Đại học Công nghệ?,"Kiến thức về phát triển và vận hành các hệ thống thông tin cho việc quản lý kinh tế, hành chính và dịch vụ."
Định hướng nào tập trung vào các công nghệ để phát triển và vận hành các hệ thống mạng tại chương trình Công nghệ Thông tin của Trường Đại học Công nghệ?,Mạng và truyền thông máy tính
Định hướng Khoa học máy tính tập trung vào những vấn đề chuyên sâu nào tại chương trình Công nghệ Thông tin của Trường Đại học Công nghệ?,"Học máy, xử lý ảnh và xử lý ngôn ngữ tự nhiên."
Trường Đại học Công nghệ áp dụng phương pháp dạy và học như thế nào?,Phương pháp dạy – học tiên tiến.
Trường Đại học Công nghệ tuyển sinh dựa trên văn bản nào của Bộ Giáo dục và Đào tạo?,"Quy chế, Quy định về công tác tuyển sinh đại học hằng năm."
Trường Đại học Công nghệ tuyển sinh dựa trên hướng dẫn của tổ chức nào?,Đại học Quốc gia Hà Nội
Trường Đại học Công nghệ tuyển sinh dựa trên văn bản nào của chính trường?,Đề án tuyển sinh hằng năm.
