question,answer
Tên tiếng Việt của ngành đào tạo được đề cập trong văn bản là gì?,Kỹ thuật máy tính
Tên tiếng Anh của ngành đào tạo được đề cập trong văn bản là gì?,Computer Engineering
Mã số ngành Kỹ thuật máy tính là bao nhiêu?,52520214
Danh hiệu tốt nghiệp ngành Kỹ thuật máy tính là gì?,Kỹ sư
Thời gian đào tạo ngành Kỹ thuật máy tính là bao lâu?,"4,5 năm"
Văn bằng tốt nghiệp ngành Kỹ thuật máy tính bằng tiếng Việt là gì?,Kỹ sư ngành Kỹ thuật máy tính
Văn bằng tốt nghiệp ngành Kỹ thuật máy tính bằng tiếng Anh là gì?,The Degree of Engineer in Computer Engineering
Kỹ sư ngành Kỹ thuật máy tính có khả năng gì?,Thiết kế hệ thống dựa trên nền tảng máy tính bao gồm cả phần cứng lẫn phần mềm.
Chương trình đào tạo kỹ sư ngành Kỹ thuật máy tính được xây dựng để đáp ứng mấy mức độ đầu ra?,Ba mức độ.
Ba mức độ đầu ra của kỹ sư ngành Kỹ thuật máy tính là gì?,"Mức độ cơ bản, mức độ chuẩn và mức độ nâng cao."
Hình thức tuyển sinh của Trường Đại học Công nghệ như thế nào?,Theo quy định của ĐHQGHN.
Mục tiêu chung của chương trình đào tạo ngành Kỹ thuật máy tính là gì?,Đào tạo các kỹ sư với nền tảng mạnh về khoa học và công nghệ liên quan.
Sinh viên ở mức độ chuẩn của ngành Kỹ thuật máy tính có khả năng gì?,"Có khả năng vận dụng các kiến thức được học để phân tích, khai thác cũng như thiết kế máy tính và các hệ thống được xây dựng trên nền máy tính."
Sinh viên ở mức độ nâng cao của ngành Kỹ thuật máy tính có khả năng gì?,"Có khả năng phát triển các kiến thức của ngành Kỹ thuật Máy tính như đề xuất các khái niệm, các tri thức mới giúp nâng cao việc vận dụng Máy tính trong cuộc sống."
Mục tiêu của chương trình đào tạo ngành Kỹ thuật máy tính là gì?,Đáp ứng linh hoạt với ba mức độ đầu ra của kỹ sư tốt nghiệp.
