question,answer
Tên tiếng Việt của ngành đào tạo được nhắc đến trong văn bản là gì?,Công nghệ Thông tin
Tên tiếng Anh của ngành Công nghệ Thông tin là gì?,Information Technology
Mã số ngành Công nghệ Thông tin là bao nhiêu?,52480201
Danh hiệu tốt nghiệp của sinh viên ngành Công nghệ Thông tin là gì?,Cử nhân
Thời gian đào tạo ngành Công nghệ Thông tin của Trường Đại học Công nghệ là bao lâu?,4 năm
Văn bằng tốt nghiệp ngành Công nghệ Thông tin được gọi như thế nào trong tiếng Việt?,Cử nhân ngành Công nghệ Thông tin
Văn bằng tốt nghiệp ngành Công nghệ Thông tin được gọi như thế nào trong tiếng Anh?,The Degree of Bachelor in Information Technology
Sinh viên ngành Công nghệ Thông tin được trang bị những kỹ năng gì?,"Kỹ năng thực hành, tự học, nghiên cứu, làm việc nhóm và giao tiếp."
Định hướng Công nghệ phần mềm trang bị kiến thức gì cho sinh viên?,"Kiến thức về quy trình xây dựng, quản lý và bảo trì hệ thống phần mềm; phân tích, thiết kế và quản lý các dự án phần mềm."
Định hướng Hệ thống thông tin trang bị kiến thức gì cho sinh viên?,"Kiến thức về xây dựng các hệ thống thông tin cho việc quản lý kinh tế, hành chính và dịch vụ."
Định hướng Mạng và truyền thông máy tính trang bị kiến thức gì cho sinh viên?,"Kiến thức về thiết kế, chế tạo, bảo trì, sản xuất, thử nghiệm, quản lý các hệ thống mạng và truyền thông máy tính."
Định hướng Khoa học máy tính và dịch vụ trang bị kiến thức gì cho sinh viên?,Kiến thức về nghiên cứu và triển khai các Dịch vụ Công nghệ thông tin.
Trường Đại học Công nghệ tuyển sinh theo hình thức nào?,Theo quy định của Đại học Quốc gia Hà Nội.
Dự kiến quy mô tuyển sinh ngành Công nghệ Thông tin của Trường Đại học Công nghệ là bao nhiêu?,150 sinh viên/năm.
Sinh viên tốt nghiệp ngành Công nghệ Thông tin cần có thái độ như thế nào?,"Có phẩm chất chính trị tốt, ý thức kỷ luật, tác phong làm việc khoa học, nghiêm túc, đạo đức nghề nghiệp và tinh thần làm việc nhóm."
