question,answer
Ngành Công nghệ kỹ thuật cơ điện tử tại Trường Đại học Công nghệ yêu cầu bao nhiêu tín chỉ để hoàn thành chương trình đào tạo?,149 tín chỉ.
Sinh viên ngành Công nghệ kỹ thuật cơ điện tử tại Trường Đại học Công nghệ có phải học Giáo dục thể chất không?,Có.
Học phần Triết học Mác – Lênin tại Trường Đại học Công nghệ thuộc khối kiến thức nào?,Khối kiến thức chung.
Học phần Kinh tế chính trị Mác – Lênin tại Trường Đại học Công nghệ có học phần tiên quyết là gì?,Triết học Mác - Lênin.
Học phần Đại số tại Trường Đại học Công nghệ thuộc khối kiến thức nào?,Khối kiến thức theo lĩnh vực.
Học phần Xác suất thống kê ứng dụng tại Trường Đại học Công nghệ có những học phần tiên quyết nào?,Đại số và Giải tích 2.
Học phần Cơ học kỹ thuật 1 tại Trường Đại học Công nghệ thuộc khối kiến thức nào?,Khối kiến thức theo nhóm ngành.
Học phần Sức bền vật liệu và cơ học kết cấu tại Trường Đại học Công nghệ có học phần tiên quyết là gì?,Cơ học kỹ thuật 2.
Học phần Kỹ năng khởi nghiệp tại Trường Đại học Công nghệ thuộc khối kiến thức nào?,Khối kiến thức bổ trợ.
Học phần Hệ thống cơ điện tử tại Trường Đại học Công nghệ thuộc khối kiến thức định hướng chuyên sâu nào?,Hệ thống cơ điện tử.
Học phần Công nghệ chế tạo máy tại Trường Đại học Công nghệ thuộc khối kiến thức định hướng chuyên sâu nào?,Chế tạo thiết bị.
Học phần Điện tử công suất tại Trường Đại học Công nghệ thuộc khối kiến thức định hướng chuyên sâu nào?,Đo lường và điều khiển.
Học phần Công nghệ vi chế tạo tại Trường Đại học Công nghệ thuộc khối kiến thức định hướng chuyên sâu nào?,Hệ thống vi cơ điện tử và nanô cơ điện tử.
Học phần Mô phỏng và thiết kế robot tại Trường Đại học Công nghệ thuộc khối kiến thức định hướng chuyên sâu nào?,Kỹ thuật robot.
Học phần Chẩn đoán kỹ thuật và kiểm tra không phá huỷ tại Trường Đại học Công nghệ thuộc khối kiến thức định hướng chuyên sâu nào?,Chẩn đoán kỹ thuật.
