question,answer
Tên tiếng Việt của ngành đào tạo được mô tả trong văn bản là gì?,Công nghệ Thông tin
Tên tiếng Anh của ngành đào tạo được mô tả trong văn bản là gì?,Information Technology
Mã số ngành Công nghệ Thông tin theo văn bản là bao nhiêu?,7480201
Văn bằng tốt nghiệp ngành Công nghệ Thông tin là gì?,Cử nhân
Thời gian đào tạo ngành Công nghệ Thông tin là bao lâu?,4 năm
Sinh viên tốt nghiệp ngành Công nghệ Thông tin sẽ được trang bị những kiến thức gì?,"Kiến thức cơ bản, quan trọng và hiện đại về Công nghệ Thông tin và truyền thông."
Sinh viên tốt nghiệp ngành Công nghệ Thông tin sẽ được trang bị những kỹ năng gì?,"Các kỹ năng thực hành cao, kỹ năng mềm và kỹ năng sử dụng ngoại ngữ tiếng Nhật."
Hình thức tuyển sinh của Trường Đại học Công nghệ đối với ngành Công nghệ Thông tin là gì?,Theo quy định của Đại học Quốc gia Hà Nội.
Dự kiến quy mô tuyển sinh ngành Công nghệ Thông tin của Trường Đại học Công nghệ là bao nhiêu?,60 sinh viên/năm.
Sinh viên tốt nghiệp ngành Công nghệ Thông tin định hướng thị trường Nhật Bản có thể làm việc ở đâu?,Tại Nhật Bản và một số nước phát triển khác.
Sinh viên tốt nghiệp ngành Công nghệ Thông tin định hướng thị trường Nhật Bản có thể học tập nâng cao ở đâu?,"Tại các cơ sở đào tạo trong nước và nước ngoài, đặc biệt là Nhật Bản."
Chương trình đào tạo ngành Công nghệ Thông tin định hướng thị trường Nhật Bản tập trung vào lĩnh vực gì?,Công nghệ phần mềm.
Sinh viên tốt nghiệp ngành Công nghệ Thông tin cần thành thạo những công việc gì?,"Phân tích, thiết kế, xây dựng, cài đặt, bảo trì, phát triển và quản lý các hệ thống, chương trình, dự án."
Mục tiêu của chương trình đào tạo ngành Công nghệ thông tin định hướng thị trường Nhật Bản là gì?,Đào tạo kỹ sư CNTT có thể đáp ứng yêu cầu công việc tại Nhật Bản và các nước phát triển khác.
Sinh viên tốt nghiệp ngành Công nghệ Thông tin định hướng thị trường Nhật Bản cần có kỹ năng ngoại ngữ gì?,Tiếng Nhật.
