question,answer
Tổng số tín chỉ của chương trình đào tạo ngành Kỹ thuật Năng lượng tại Trường Đại học Công nghệ là bao nhiêu?,152 tín chỉ.
Khối kiến thức chung của chương trình đào tạo ngành Kỹ thuật Năng lượng tại Trường Đại học Công nghệ chiếm bao nhiêu tín chỉ?,16 tín chỉ.
Khối kiến thức ngành của chương trình đào tạo ngành Kỹ thuật Năng lượng tại Trường Đại học Công nghệ chiếm bao nhiêu tín chỉ?,85 tín chỉ.
Học phần Triết học Mác – Lênin thuộc khối kiến thức nào trong chương trình đào tạo ngành Kỹ thuật Năng lượng tại Trường Đại học Công nghệ?,Khối kiến thức chung.
Học phần Đại số thuộc khối kiến thức nào trong chương trình đào tạo ngành Kỹ thuật Năng lượng tại Trường Đại học Công nghệ?,Khối kiến thức theo lĩnh vực.
Học phần Cơ – Nhiệt thuộc khối kiến thức nào trong chương trình đào tạo ngành Kỹ thuật Năng lượng tại Trường Đại học Công nghệ?,Khối kiến thức theo khối ngành.
Học phần Khoa học vật liệu đại cương thuộc khối kiến thức nào trong chương trình đào tạo ngành Kỹ thuật Năng lượng tại Trường Đại học Công nghệ?,Khối kiến thức theo nhóm ngành.
Học phần Mô hình hóa và mô phỏng trong vật lý thuộc khối kiến thức nào trong chương trình đào tạo ngành Kỹ thuật Năng lượng tại Trường Đại học Công nghệ?,Khối kiến thức ngành.
Sinh viên theo học định hướng chuyên sâu về Năng lượng mặt trời của ngành Kỹ thuật Năng lượng tại Trường Đại học Công nghệ phải học bắt buộc bao nhiêu tín chỉ?,14 tín chỉ.
Học phần Bức xạ và biến đổi năng lượng mặt trời thuộc định hướng chuyên sâu nào của ngành Kỹ thuật Năng lượng tại Trường Đại học Công nghệ?,Năng lượng mặt trời.
Học phần Công nghệ năng lượng Hydro và pin nhiên liệu thuộc định hướng chuyên sâu nào của ngành Kỹ thuật Năng lượng tại Trường Đại học Công nghệ?,Biến đổi và tích trữ các nguồn năng lượng mới.
Học phần Kiểm soát ô nhiễm trong các quá trình năng lượng thuộc định hướng chuyên sâu nào của ngành Kỹ thuật Năng lượng tại Trường Đại học Công nghệ?,Quản lý và An toàn năng lượng.
Học phần Tiếng Anh bổ trợ thuộc khối kiến thức nào trong chương trình đào tạo ngành Kỹ thuật Năng lượng tại Trường Đại học Công nghệ?,Khối kiến thức bổ trợ.
Học phần Đồ án tốt nghiệp thuộc khối kiến thức nào trong chương trình đào tạo ngành Kỹ thuật Năng lượng tại Trường Đại học Công nghệ?,Khối kiến thức tốt nghiệp.
Học phần Giáo dục thể chất có được tính vào tổng số tín chỉ của chương trình đào tạo ngành Kỹ thuật Năng lượng tại Trường Đại học Công nghệ không?,Không.
