question,answer
Tên đầy đủ của UET là gì?,"Trường Đại học Công nghệ, Đại học Quốc gia Hà Nội."
Địa chỉ của Trường Đại học Công nghệ là ở đâu?,"144 Xuân Thủy, Cầu Giấy, Hà Nội."
Trường Đại học Công nghệ là thành viên của đại học nào?,Đại học Quốc gia Hà Nội.
Trường Đại học Công nghệ có đào tạo ngành Công nghệ Thông tin không?,Có.
Văn bằng tốt nghiệp ngành Công nghệ Thông tin của Trường Đại học Công nghệ là gì?,Cử nhân.
Thời gian đào tạo hệ đại học chính quy tại Trường Đại học Công nghệ thường là bao lâu?,4 năm.
Trường Đại học Công nghệ có đào tạo hệ sau đại học không?,Có.
Hình thức tuyển sinh của Trường Đại học Công nghệ là gì?,Xét tuyển và thi tuyển (tùy ngành/chương trình).
Trường Đại học Công nghệ có chương trình đào tạo liên kết quốc tế không?,Có.
Trường Đại học Công nghệ có khoa Điện tử - Viễn thông không?,Có.
Trường Đại học Công nghệ có đào tạo ngành Kỹ thuật Robot không?,Có.
Trường Đại học Công nghệ trực thuộc đại học quốc gia nào?,Đại học Quốc gia Hà Nội.
Trường Đại học Công nghệ có xét tuyển bằng chứng chỉ tiếng Anh quốc tế không?,"Có, tùy theo quy định tuyển sinh từng năm."
Trường Đại học Công nghệ chú trọng đào tạo về lĩnh vực nào?,Công nghệ và kỹ thuật.
Ngôn ngữ giảng dạy chính tại Trường Đại học Công nghệ là gì?,Tiếng Việt (có một số chương trình dạy bằng tiếng Anh).
