question,answer
Sinh viên tốt nghiệp ngành Cơ kỹ thuật của Trường Đại học Công nghệ cần đạt chuẩn nào?,Chuẩn Khung trình độ Quốc gia Việt Nam theo Quyết định số 1982/QĐ-TTg năm 2016.
Sinh viên tốt nghiệp ngành Cơ kỹ thuật cần có bao nhiêu tín chỉ?,150 tín chỉ.
Sinh viên tốt nghiệp ngành Cơ kỹ thuật của Trường Đại học Công nghệ cần đạt bậc mấy trong khung trình độ giáo dục quốc gia?,Bậc 6/8.
Chuẩn đầu ra về ngoại ngữ của sinh viên ngành Cơ kỹ thuật là gì?,Tương đương bậc 3 theo khung năng lực ngoại ngữ 6 bậc dùng cho Việt Nam.
Sinh viên tốt nghiệp ngành Cơ kỹ thuật có thể làm việc ở những lĩnh vực nào?,"Cơ khí, Xây dựng, Giao thông, Thủy lợi, Môi trường, Dầu khí…"
Sinh viên tốt nghiệp ngành Cơ kỹ thuật có thể làm việc ở những vị trí nào?,"Kỹ sư kỹ thuật, chuyên viên phân tích, nghiên cứu viên và giảng viên."
Sinh viên tốt nghiệp ngành Cơ kỹ thuật có thể tiếp tục học ở bậc học nào?,Bậc sau đại học các chuyên ngành thuộc lĩnh vực Cơ kỹ thuật.
Kiến thức nào được bổ sung cho sinh viên Cơ kỹ thuật thuộc lĩnh vực công nghệ?,"Mạng máy tính, quản lý và chuyên nghiệp trong công nghệ; công nghệ phần mềm, vật liệu tiên tiến trong công nghệ."
Sinh viên ngành Cơ kỹ thuật định hướng chuyên sâu về Thủy khí công nghiệp và môi trường sẽ làm gì?,"Vận dụng kiến thức vào tính toán, đánh giá, phân tích các quá trình thủy khí động lực ứng dụng trong công nghiệp và môi trường."
Sinh viên ngành Cơ kỹ thuật định hướng chuyên sâu về Cơ học kỹ thuật biển sẽ làm gì?,"Mô phỏng, phân tích, đánh giá các công trình ngoài khơi và ven bờ, tính toán, mô phỏng, đánh giá, dự báo các quá trình thủy thạch động lực và môi trường biển."
Sinh viên ngành Cơ điện tử cần có khả năng gì?,Đánh giá phân tích thiết kế hệ thống hoặc quá trình; sử dụng các công cụ hiện đại để phát triển các hệ thống cơ điện tử.
Sinh viên ngành Cơ khí chuyên sâu về Công nghệ vũ trụ cần có kiến thức gì?,"Khí động lực học và công nghệ phóng đẩy, cơ học cấu trúc, cơ học bay, công nghệ vệ tinh."
Sinh viên tốt nghiệp ngành Cơ kỹ thuật có cần kỹ năng quản lý dự án không?,Có.
Sinh viên tốt nghiệp ngành Cơ kỹ thuật cần có phẩm chất đạo đức nào?,"Trung thực, lễ độ, khiêm tốn, nhiệt tình, có trách nhiệm với công việc, trung thành với tổ chức, có trách nhiệm với xã hội, tuân thủ luật pháp, có ý thức phục vụ, nhiệt tình tham gia các hoạt động xã hội."
"Sau khi tốt nghiệp ngành Cơ khí kỹ thuật, sinh viên có thể làm việc ở đâu?","Các công trình xây dựng, các nhà máy cơ khí chế tạo, nhà máy thủy điện, điện hạt nhân, cũng như các doanh nghiệp liên quan đến xây dựng, giao thông, cơ sở hạ tầng."
