question,answer
Tên tiếng Việt của ngành Công nghệ Thông tin tại Trường Đại học Công nghệ là gì?,Công nghệ Thông tin
Tên tiếng Anh của ngành Công nghệ Thông tin tại Trường Đại học Công nghệ là gì?,Information Technology
Mã số ngành đào tạo Công nghệ Thông tin tại Trường Đại học Công nghệ là gì?,52480201
Văn bằng tốt nghiệp ngành Công nghệ Thông tin tại Trường Đại học Công nghệ là gì?,Cử nhân
Thời gian đào tạo ngành Công nghệ Thông tin tại Trường Đại học Công nghệ là bao lâu?,4 năm
Trường Đại học Công nghệ dự kiến tuyển sinh bao nhiêu sinh viên ngành Công nghệ Thông tin mỗi năm?,60 sinh viên/năm
Sinh viên tốt nghiệp ngành Công nghệ Thông tin tại Trường Đại học Công nghệ được trang bị những kiến thức nào?,Kiến thức cơ bản và chuyên sâu về Công nghệ Thông tin
Sinh viên tốt nghiệp ngành Công nghệ Thông tin tại Trường Đại học Công nghệ được trang bị những kỹ năng nào?,Kỹ năng thực hành cao trong hầu hết các lĩnh vực của Công nghệ Thông tin
Chương trình đào tạo ngành Công nghệ Thông tin tại Trường Đại học Công nghệ hướng tới mục tiêu thái độ nào cho sinh viên?,"Bồi dưỡng phẩm chất chính trị tốt, ý thức kỷ luật và đạo đức nghề nghiệp"
Định hướng Công nghệ phần mềm trang bị cho sinh viên những kiến thức gì?,"Quy trình xây dựng, quản lý và bảo trì hệ thống phần mềm"
Định hướng Hệ thống thông tin trang bị cho sinh viên những kiến thức gì?,Kiến thức cơ bản và chuyên sâu về Hệ thống thông tin
Định hướng Mạng và truyền thông máy tính trang bị cho sinh viên những kiến thức gì?,Kiến thức cơ bản và chuyên sâu về Mạng và truyền thông máy tính
Định hướng Khoa học máy tính và dịch vụ trang bị cho sinh viên những kiến thức gì?,Kiến thức cơ bản và chuyên sâu về máy tính và dịch vụ Công nghệ thông tin
Hình thức tuyển sinh vào Trường Đại học Công nghệ như thế nào?,Theo quy định của Đại học Quốc gia Hà Nội.
Mục tiêu chung về kiến thức của chương trình đào tạo ngành Công nghệ Thông tin tại trường Đại học Công nghệ là gì?,Trang bị các kiến thức cơ bản và chuyên sâu về Công nghệ Thông tin.
