question,answer
Trang web này cung cấp thông tin về chương trình đào tạo ngành nào của Trường Đại học Công nghệ?,Ngành Kỹ thuật Robot.
Chương trình đào tạo ngành Kỹ thuật Robot trên trang web này dành cho khóa nào đầu tiên?,Khóa QH-2022.
Chương trình đào tạo ngành Kỹ thuật Robot trên trang web này còn dành cho khóa nào khác không?,Khóa QH-2019.
Nội dung chương trình đào tạo ngành Kỹ thuật Robot bao gồm những gì?,"Giới thiệu chung, chuẩn đầu ra, và nội dung chương trình."
Sinh viên khóa QH-2019 trở về trước có thể xem thông tin đào tạo ở đâu?,Xem chi tiết tại đường link được cung cấp.
Tên tiếng Anh của Trường Đại học Công nghệ là gì?,University of Engineering and Technology.
Trường Đại học Công nghệ thuộc trường đại học quốc gia nào?,Đại học Quốc gia Hà Nội (ĐHQGHN).
Thông tin trên trang web này chủ yếu về vấn đề gì của ngành Kỹ thuật Robot?,Chương trình đào tạo.
"Ngoài thông tin về khóa QH-2022, trang web có đề cập đến thông tin đào tạo của khóa nào khác không?","Có, khóa QH-2019 trở về trước."
"Mục ""Chuẩn đầu ra"" của chương trình đào tạo ngành Kỹ thuật Robot cung cấp thông tin gì?",Các tiêu chuẩn mà sinh viên cần đạt được sau khi hoàn thành chương trình học.
Văn bản có cung cấp chi tiết nội dung chương trình đào tạo ngành Kỹ thuật Robot không?,"Có đề cập đến, nhưng cần xem chi tiết tại các phần tương ứng."
Trang web này có phải là trang web chính thức của Trường Đại học Công nghệ không?,"Có, dựa vào tên miền uet.vnu.edu.vn."
Thông tin trên trang web này có thể giúp ích cho ai?,Sinh viên quan tâm đến ngành Kỹ thuật Robot của Trường Đại học Công nghệ.
"Nội dung ""Giới thiệu chung về chương trình đào tạo"" đề cập đến vấn đề gì?",Tổng quan về ngành Kỹ thuật Robot và chương trình đào tạo tại trường.
Văn bản này có cung cấp thông tin về học phí của ngành Kỹ thuật Robot không?,"Không, văn bản này tập trung vào chương trình đào tạo."
