question,answer
Trường Đại học Công nghệ hỗ trợ học bổng cho những đối tượng nào?,"Trường Đại học Công nghệ hỗ trợ học bổng cho nghiên cứu sinh (NCS) khóa QH-2022, QH-2023 và QH-2024."
Nghiên cứu sinh khóa QH-2022 và QH-2023 của Trường Đại học Công nghệ cần nộp những gì để được xét cấp học bổng duy trì?,Nghiên cứu sinh khóa QH-2022 và QH-2023 của Trường Đại học Công nghệ cần nộp báo cáo các kết quả nghiên cứu đã đạt được.
Nghiên cứu sinh khóa QH-2024 của Trường Đại học Công nghệ cần nộp hồ sơ ở đâu?,"Nghiên cứu sinh khóa QH-2024 của Trường Đại học Công nghệ cần nộp hồ sơ tại Bộ phận tiếp người học, phòng Công tác sinh viên (P.104-E3)."
Nghiên cứu sinh khóa QH-2024 cần nộp bản scan hồ sơ học bổng của Trường Đại học Công nghệ đến địa chỉ email nào?,Nghiên cứu sinh khóa QH-2024 cần nộp bản scan hồ sơ học bổng đến địa chỉ email nthue153@vnu.edu.vn.
Hồ sơ xin học bổng của nghiên cứu sinh khóa QH-2024 của Trường Đại học Công nghệ có cần công chứng bằng cử nhân và thạc sĩ không?,"Có, hồ sơ xin học bổng của nghiên cứu sinh khóa QH-2024 của Trường Đại học Công nghệ cần có bản photo công chứng bằng cử nhân và thạc sĩ trong vòng 06 tháng."
Mức học bổng toàn phần của Trường Đại học Công nghệ cho NCS từ thạc sĩ là bao nhiêu?,Mức học bổng toàn phần của Trường Đại học Công nghệ cho NCS từ thạc sĩ là 60.000.000 đồng/khóa học.
Mức học bổng toàn phần của Trường Đại học Công nghệ cho NCS từ cử nhân là bao nhiêu?,Mức học bổng toàn phần của Trường Đại học Công nghệ cho NCS từ cử nhân là 80.000.000 đồng/khóa học.
Mức học bổng cấp lần đầu cho một NCS của Trường Đại học Công nghệ là bao nhiêu?,Mức học bổng cấp lần đầu cho một NCS của Trường Đại học Công nghệ là 20.000.000 đồng.
Nghiên cứu sinh cần nộp đơn xin hỗ trợ học bổng của Trường Đại học Công nghệ trước ngày nào?,Nghiên cứu sinh cần nộp đơn xin hỗ trợ học bổng của Trường Đại học Công nghệ trước ngày 14/02/2025.
Phòng ban nào của Trường Đại học Công nghệ tiếp nhận đơn xin học bổng của NCS?,"Bộ phận tiếp người học, phòng Công tác sinh viên (P.104-E3) của Trường Đại học Công nghệ tiếp nhận đơn xin học bổng của NCS."
Quyết định nào quy định về việc hỗ trợ học bổng cho NCS của Trường Đại học Công nghệ?,Quyết định số 975/QĐ-ĐT ngày 10/10/2018 quy định về việc hỗ trợ học bổng cho NCS của Trường Đại học Công nghệ.
"Văn bằng, chứng chỉ nào có thể chứng minh năng lực ngoại ngữ của NCS khi nộp hồ sơ học bổng tại Trường Đại học Công nghệ?","Bằng cử nhân hoặc thạc sĩ do cơ sở đào tạo nước ngoài cấp cho chương trình đào tạo toàn thời gian ở nước ngoài bằng ngôn ngữ phù hợp, hoặc bằng tốt nghiệp đại học/thạc sĩ ngành ngôn ngữ nước ngoài/sư phạm tiếng nước ngoài, hoặc chứng chỉ ngoại ngữ."
Trường Đại học Công nghệ có thành lập hội đồng xét học bổng cho NCS không?,"Có, Trường Đại học Công nghệ có thành lập hội đồng xét học bổng cho NCS."
Nghiên cứu sinh của Trường Đại học Công nghệ có thể tìm thấy mẫu đơn xin học bổng ở đâu?,Nghiên cứu sinh của Trường Đại học Công nghệ có thể tìm thấy mẫu đơn xin học bổng ở Phụ lục II.
Thông báo về học bổng NCS được công bố bởi phòng ban nào của Trường Đại học Công nghệ?,Thông báo về học bổng NCS được công bố bởi Phòng Công tác sinh viên của Trường Đại học Công nghệ.
