question,answer
Tên tiếng Việt của ngành Công nghệ Kỹ thuật Xây dựng tại Trường Đại học Công nghệ là gì?,Công nghệ Kỹ thuật Xây dựng
Tên tiếng Anh của ngành Công nghệ Kỹ thuật Xây dựng tại Trường Đại học Công nghệ là gì?,Civil Engineering
Mã số chuyên ngành đào tạo của ngành Công nghệ Kỹ thuật Xây dựng tại Trường Đại học Công nghệ là bao nhiêu?,7510103
Danh hiệu tốt nghiệp của sinh viên tốt nghiệp ngành Công nghệ Kỹ thuật Xây dựng tại Trường Đại học Công nghệ là gì?,Kỹ sư
Thời gian đào tạo ngành Công nghệ Kỹ thuật Xây dựng tại Trường Đại học Công nghệ là bao lâu?,4.5 năm
Tên văn bằng tốt nghiệp bằng tiếng Việt của ngành Công nghệ Kỹ thuật Xây dựng tại Trường Đại học Công nghệ là gì?,Kỹ sư Công nghệ Kỹ thuật Xây dựng
Tên văn bằng tốt nghiệp bằng tiếng Anh của ngành Công nghệ Kỹ thuật Xây dựng tại Trường Đại học Công nghệ là gì?,Engineer in Civil Engineering
Sinh viên tốt nghiệp ngành Công nghệ Kỹ thuật Xây dựng tại Trường Đại học Công nghệ có thể làm việc ở đâu?,"Các tổng công ty, doanh nghiệp xây dựng trong và ngoài nước; các bộ ngành và công ty; viện nghiên cứu, trường đại học."
Sinh viên tốt nghiệp ngành Công nghệ Kỹ thuật Xây dựng tại Trường Đại học Công nghệ có thể làm công tác gì?,"Quản lý xây dựng, quy hoạch; nghiên cứu khoa học và giảng dạy."
Trường Đại học Công nghệ tuyển sinh ngành Công nghệ Kỹ thuật Xây dựng theo hình thức nào?,Theo quy định tuyển sinh đại học của Đại học Quốc gia Hà Nội.
Dự kiến quy mô tuyển sinh ngành Công nghệ Kỹ thuật Xây dựng của Trường Đại học Công nghệ là bao nhiêu?,100 sinh viên/ Khóa học.
Sinh viên tốt nghiệp ngành Công nghệ Kỹ thuật Xây dựng tại Trường Đại học Công nghệ được trang bị kiến thức gì về thiết kế?,"Thiết kế các công trình Xây dựng dân dụng, công nghiệp"
Sinh viên tốt nghiệp ngành Công nghệ Kỹ thuật Xây dựng tại Trường Đại học Công nghệ được trang bị kiến thức gì về tư vấn đầu tư xây dựng công trình?,"Lập đề cương khảo sát, thiết kế; tiến hành khảo sát, thiết kế cơ sở, lập dự án đầu tư, thiết kế kỹ thuật, lập bản vẽ thi công, lập dự toán và tổng dự toán, lập hồ sơ mời thầu, đánh giá hồ sơ dự thầu và giám sát thi công các công trình xây dựng"
Sinh viên tốt nghiệp ngành Công nghệ Kỹ thuật Xây dựng tại Trường Đại học Công nghệ được trang bị kiến thức gì về quản lý dự án đầu tư xây dựng công trình?,"Lập thủ tục đầu tư xây dựng cơ bản, lập hồ sơ mời thầu, phân tích đánh giá hồ sơ dự thầu, giám sát chủ đầu tư, nghiệm thu, thanh quyết toán công trình"
Sinh viên tốt nghiệp ngành Công nghệ Kỹ thuật Xây dựng tại Trường Đại học Công nghệ được trang bị kiến thức gì về triển khai thi công xây dựng công trình?,"Lập hồ sơ dự thầu, thi công xây dựng, lắp đặt thiết bị, lập hồ sơ bản vẽ hoàn công và làm các thủ tục thanh quyết toán công trình"
