question,answer
Chương trình đào tạo ngành Công nghệ Thông tin định hướng thị trường Nhật Bản của Trường Đại học Công nghệ yêu cầu bao nhiêu tín chỉ?,147 tín chỉ.
Khối kiến thức chung của chương trình đào tạo ngành Công nghệ Thông tin định hướng thị trường Nhật Bản tại Trường Đại học Công nghệ bao gồm bao nhiêu tín chỉ?,35 tín chỉ.
Khối kiến thức theo lĩnh vực của chương trình đào tạo ngành Công nghệ Thông tin định hướng thị trường Nhật Bản tại Trường Đại học Công nghệ bao gồm bao nhiêu tín chỉ?,22 tín chỉ.
Sinh viên ngành Công nghệ Thông tin định hướng thị trường Nhật Bản tại Trường Đại học Công nghệ được học những cấp độ tiếng Nhật nào?,"Tiếng Nhật 1A, 1B, 2A, 2B, 3A, 3B."
Học phần Kinh tế chính trị Mác – Lênin của Trường Đại học Công nghệ có học phần tiên quyết là gì?,Triết học Mác - Lênin.
Học phần Giải tích 2 của Trường Đại học Công nghệ có học phần tiên quyết là gì?,Giải tích 1.
Học phần Tín hiệu và hệ thống của Trường Đại học Công nghệ có học phần tiên quyết là gì?,Giải tích 2.
Học phần Cấu trúc dữ liệu và giải thuật của Trường Đại học Công nghệ có học phần tiên quyết là gì?,Nhập môn lập trình.
Học phần Lập trình nâng cao của Trường Đại học Công nghệ có học phần tiên quyết là gì?,Nhập môn lập trình.
Học phần Kiến trúc máy tính của Trường Đại học Công nghệ có học phần tiên quyết là gì?,Giới thiệu về Công nghệ thông tin.
Học phần Nguyên lý hệ điều hành của Trường Đại học Công nghệ có học phần tiên quyết là gì?,Nhập môn lập trình.
Học phần Cơ sở dữ liệu của Trường Đại học Công nghệ có học phần tiên quyết là gì?,Nhập môn lập trình.
Học phần Hệ quản trị cơ sở dữ liệu của Trường Đại học Công nghệ có học phần tiên quyết là gì?,Cơ sở dữ liệu.
Học phần Phát triển ứng dụng Web của Trường Đại học Công nghệ có học phần tiên quyết là gì?,Lập trình hướng đối tượng và Cơ sở dữ liệu.
Học phần Tiếng Nhật trong Công nghệ thông tin 1 của Trường Đại học Công nghệ có học phần tiên quyết là gì?,Nhập môn lập trình và Tiếng Nhật 2B.
