question,answer
Trường Đại học Công nghệ – ĐHQGHN thông báo về học bổng nào trong năm học 2024-2025?,Học bổng K-T.
Học bổng K-T dành cho sinh viên hệ đào tạo nào của Trường Đại học Công nghệ?,Hệ chính quy.
Kết quả học tập tối thiểu để xét học bổng K-T tại Trường Đại học Công nghệ là gì?,Loại khá trở lên.
Kết quả rèn luyện tối thiểu để xét học bổng K-T tại Trường Đại học Công nghệ là gì?,Loại tốt trở lên.
Sinh viên năm thứ nhất cần đạt tối thiểu bao nhiêu điểm để xét học bổng K-T của Trường Đại học Công nghệ?,"22 điểm (chưa nhân hệ số, đã bao gồm điểm ưu tiên)."
Giá trị của một suất học bổng K-T tại Trường Đại học Công nghệ là bao nhiêu?,5.000.000 VNĐ/sinh viên/năm học.
Trường Đại học Công nghệ trao bao nhiêu suất học bổng K-T?,03 suất.
Sinh viên nộp hồ sơ học bổng K-T bản gốc tại địa chỉ nào của Trường Đại học Công nghệ?,"Phòng Công tác sinh viên (P.104-E3), 144 Xuân Thủy, Cầu Giấy, Hà Nội."
Sinh viên Trường Đại học Công nghệ cần nộp hồ sơ bản mềm học bổng K-T đến địa chỉ email nào?,hangtt@vnu.edu.vn
Hồ sơ bản mềm học bổng K-T của sinh viên Trường Đại học Công nghệ cần được định dạng như thế nào?,File PDF.
Tên file hồ sơ bản mềm học bổng K-T của sinh viên Trường Đại học Công nghệ cần đặt theo cú pháp nào?,Họ và tên sinh viên.
Hạn chót nộp hồ sơ học bổng K-T tại Trường Đại học Công nghệ là khi nào?,09h30 ngày 10/03/2025.
Hồ sơ đăng ký học bổng K-T cần được đựng trong túi hồ sơ có kích thước bao nhiêu?,25cm x 34cm.
Sinh viên có thể tìm mẫu bản tự giới thiệu để đăng ký học bổng K-T ở đâu?,Văn bản không đề cập đến.
Sinh viên đăng ký online học bổng K-T của Trường Đại học Công nghệ qua đường link nào?,https://forms.gle/RY1QEgW3wSSJqPAU7
