question,answer
Chương trình đào tạo Khoa học và Kỹ thuật dữ liệu của Trường Đại học Công nghệ dành cho khóa nào?,QH-2025 trở đi
Chương trình đào tạo Khoa học và Kỹ thuật dữ liệu của Trường Đại học Công nghệ có những nội dung chính nào?,"Giới thiệu chung, chuẩn đầu ra, và nội dung chương trình."
Trường Đại học Công nghệ thuộc đại học quốc gia nào?,Đại học Quốc gia Hà Nội
Tên tiếng Anh của Trường Đại học Công nghệ là gì?,Univeristy of Engineering and Technology
Ngành đào tạo được đề cập trong bài viết của Trường Đại học Công nghệ là gì?,Khoa học dữ liệu
Chương trình đào tạo ngành Khoa học dữ liệu của Trường Đại học Công nghệ có đề cập đến chuẩn đầu ra không?,Có
Chương trình đào tạo ngành Khoa học dữ liệu của Trường Đại học Công nghệ có phần giới thiệu chung không?,Có
Nội dung đào tạo có được đề cập trong chương trình đào tạo ngành Khoa học dữ liệu của Trường Đại học Công nghệ không?,Có
Văn bản này có cung cấp thông tin về học phí của Trường Đại học Công nghệ không?,Không
Văn bản này có đề cập đến địa chỉ cụ thể của Trường Đại học Công nghệ không?,Không (Địa chỉ trong ví dụ chỉ là ví dụ)
