question,answer
Tổng số tín chỉ của chương trình đào tạo ngành Công nghệ Thông tin định hướng thị trường Nhật Bản tại Trường Đại học Công nghệ là bao nhiêu?,153 tín chỉ
Khối kiến thức chung của chương trình đào tạo ngành Công nghệ Thông tin định hướng thị trường Nhật Bản tại Trường Đại học Công nghệ chiếm bao nhiêu tín chỉ?,"48 tín chỉ (Không tính các học phần GDTC, GDQP-AN và Kĩ năng bổ trợ)"
Khối kiến thức theo lĩnh vực của chương trình đào tạo ngành Công nghệ Thông tin định hướng thị trường Nhật Bản tại Trường Đại học Công nghệ chiếm bao nhiêu tín chỉ?,15 tín chỉ
Khối kiến thức theo khối ngành của chương trình đào tạo ngành Công nghệ Thông tin định hướng thị trường Nhật Bản tại Trường Đại học Công nghệ chiếm bao nhiêu tín chỉ?,9 tín chỉ
Khối kiến thức theo nhóm ngành của chương trình đào tạo ngành Công nghệ Thông tin định hướng thị trường Nhật Bản tại Trường Đại học Công nghệ chiếm bao nhiêu tín chỉ?,22 tín chỉ
Khối kiến thức ngành của chương trình đào tạo ngành Công nghệ Thông tin định hướng thị trường Nhật Bản tại Trường Đại học Công nghệ chiếm bao nhiêu tín chỉ?,59 tín chỉ
Khối kiến thức thực tập và tốt nghiệp của chương trình đào tạo ngành Công nghệ Thông tin định hướng thị trường Nhật Bản tại Trường Đại học Công nghệ chiếm bao nhiêu tín chỉ?,10 tín chỉ
Học phần Những nguyên lý cơ bản của chủ nghĩa Mác - Lênin 1 có mã học phần là gì tại Trường Đại học Công nghệ?,PHI1004
Học phần Tiếng Nhật 1A có bao nhiêu giờ tự học tại Trường Đại học Công nghệ?,40 giờ
Học phần Đại số có mã học phần là gì tại Trường Đại học Công nghệ?,MAT1093
Học phần Cấu trúc dữ liệu và giải thuật có mã học phần tiên quyết là gì tại Trường Đại học Công nghệ?,INT1006
Học phần Lập trình hướng đối tượng yêu cầu học phần tiên quyết nào tại Trường Đại học Công nghệ?,INT1006
Học phần Hệ quản trị cơ sở dữ liệu yêu cầu học phần tiên quyết nào tại Trường Đại học Công nghệ?,INT2207
Học phần Phát triển ứng dụng Web yêu cầu các học phần tiên quyết nào tại Trường Đại học Công nghệ?,"INT2204, INT2207"
Học phần Văn hóa kinh doanh Nhật Bản có bao nhiêu giờ thực hành tại Trường Đại học Công nghệ?,9 giờ
