question,answer
Tên tiếng Việt của ngành đào tạo được mô tả trong văn bản là gì?,Vật lý kỹ thuật
Mã số ngành đào tạo Vật lý kỹ thuật được mô tả trong văn bản là bao nhiêu?,52520401
Văn bằng tốt nghiệp ngành Vật lý kỹ thuật là gì?,Cử nhân
Thời gian đào tạo ngành Vật lý kỹ thuật là bao lâu?,4 năm
Tên tiếng Anh của văn bằng tốt nghiệp ngành Vật lý kỹ thuật là gì?,The Degree of Bachelor in Engineering Physics
Trường Đại học Công nghệ đào tạo cử nhân ngành Vật lý kỹ thuật theo hướng nào?,Ứng dụng công nghệ nano
Cử nhân tốt nghiệp ngành Vật lý kỹ thuật có thể làm việc trong lĩnh vực nào?,"Vật liệu mới, vi điện tử, y – sinh, môi trường và năng lượng sạch"
Hình thức tuyển sinh của Trường Đại học Công nghệ là gì?,Theo quy định của Đại học Quốc gia Hà Nội
Số lượng sinh viên dự kiến tuyển sinh ngành Vật lý kỹ thuật hàng năm là bao nhiêu?,60 – 80 sinh viên/năm
Tên tiếng Anh của ngành Vật lý Kỹ thuật là gì?,Engineering Physics
