question,answer
Trường Đại học Công nghệ trực thuộc đại học quốc gia nào?,Đại học Quốc gia Hà Nội.
Tên tiếng Anh của Trường Đại học Công nghệ là gì?,Univeristy of Engineering and Technology.
"""FINSPARK-Unleash your Maverick"" là chương trình về lĩnh vực nào?","Tài chính, công nghệ và đổi mới sáng tạo."
"Mục tiêu của chương trình ""FINSPARK-Unleash your Maverick"" là gì?","Nuôi dưỡng các tài năng trẻ, kết nối sinh viên và chuyên gia, thúc đẩy khởi nghiệp."
"Học viện Ngân hàng gửi công văn số bao nhiêu đến Trường Đại học Công nghệ về chương trình ""FINSPARK-Unleash your Maverick""?",417/TM-HVNH.
"Chương trình ""FINSPARK-Unleash your Maverick"" có tạo bệ phóng cho dự án nào không?","Có, các dự án Fintech tiềm năng."
"Chương trình ""FINSPARK-Unleash your Maverick"" có hỗ trợ hoạt động nào cho sinh viên không?","Có, hỗ trợ khởi nghiệp và đổi mới sáng tạo."
Văn bản số 417/TM-HVNT chứa thông tin gì?,"Thông tin chi tiết về chương trình ""FINSPARK-Unleash your Maverick""."
"Trường Đại học Công nghệ thông báo điều gì cho sinh viên về chương trình ""FINSPARK-Unleash your Maverick""?",Thông báo để sinh viên biết và đăng ký tham gia nếu quan tâm.
"Trường Đại học Công nghệ nhận được công văn về chương trình ""FINSPARK-Unleash your Maverick"" vào ngày tháng năm nào?",Ngày 11 tháng 02 năm 2025.
