question,answer
Trường Đại học Công nghệ thuộc trường đại học nào?,Trường Đại học Công nghệ thuộc Đại học Quốc gia Hà Nội.
Sinh viên nộp hồ sơ tham gia diễn đàn giáo dục AUN lần thứ 20 ở đâu tại Trường Đại học Công nghệ?,Sinh viên nộp hồ sơ tại Phòng Công tác sinh viên (Phòng 104-Nhà E3).
Hạn cuối nộp hồ sơ tham gia diễn đàn giáo dục AUN lần thứ 20 tại Trường Đại học Công nghệ là khi nào?,"Hạn cuối nộp hồ sơ là 09h00, thứ Hai, ngày 23/09/2024."
Sinh viên cần gửi bản scan hồ sơ tham gia diễn đàn giáo dục AUN lần thứ 20 đến địa chỉ email nào?,Sinh viên cần gửi bản scan hồ sơ đến địa chỉ huongbtt@vnu.edu.vn.
Số lượng hồ sơ tối đa Trường Đại học Công nghệ được phép nộp cho diễn đàn giáo dục AUN lần thứ 20 là bao nhiêu?,Trường Đại học Công nghệ được phép nộp tối đa 02 hồ sơ.
Diễn đàn giáo dục AUN lần thứ 20 và ASEAN + 3 lần thứ 9 diễn ra ở đâu?,"Diễn đàn giáo dục AUN lần thứ 20 và ASEAN + 3 lần thứ 9 diễn ra tại Đại học Airlangga (UNAIR), Surabaya, Indonesia."
Thời gian diễn ra diễn đàn giáo dục AUN lần thứ 20 và ASEAN + 3 lần thứ 9 là khi nào?,Diễn đàn giáo dục AUN lần thứ 20 và ASEAN + 3 lần thứ 9 diễn ra từ ngày 22 – 27/10/2024.
Chủ đề của diễn đàn giáo dục AUN lần thứ 20 là gì?,Chủ đề của diễn đàn giáo dục AUN lần thứ 20 là “Emancipatory Education as a Path towards an Emancipated Future”.
Đại học Quốc gia Hà Nội gửi thông báo về việc chọn sinh viên tham dự diễn đàn giáo dục AUN cho Trường Đại học Công nghệ vào ngày nào?,Đại học Quốc gia Hà Nội gửi thông báo vào ngày 17/09/2024.
Sinh viên tham gia diễn đàn giáo dục AUN lần thứ 20 có cần tự chi trả chi phí vé máy bay không?,"Có, sinh viên tự chi trả kinh phí vé máy bay khứ hồi Việt Nam – Indonesia."
