question,answer
Tên chương trình đào tạo chất lượng cao theo thông tư 23 của Trường Đại học Công nghệ là gì?,Chương trình đào tạo ngành Hệ thống thông tin (CLC TT23).
Tổng số tín chỉ của chương trình đào tạo ngành Hệ thống thông tin (CLC TT23) của Trường Đại học Công nghệ là bao nhiêu?,148 tín chỉ.
Khối kiến thức chung của chương trình đào tạo ngành Hệ thống thông tin (CLC TT23) của Trường Đại học Công nghệ có bao nhiêu tín chỉ?,21 tín chỉ.
Khối kiến thức chung theo lĩnh vực của chương trình đào tạo ngành Hệ thống thông tin (CLC TT23) của Trường Đại học Công nghệ có bao nhiêu tín chỉ?,22 tín chỉ.
Khối kiến thức chung cho khối ngành của chương trình đào tạo ngành Hệ thống thông tin (CLC TT23) của Trường Đại học Công nghệ có bao nhiêu tín chỉ?,10 tín chỉ.
Khối kiến thức chung cho nhóm ngành của chương trình đào tạo ngành Hệ thống thông tin (CLC TT23) của Trường Đại học Công nghệ có bao nhiêu tín chỉ?,30 tín chỉ.
Khối kiến thức ngành của chương trình đào tạo ngành Hệ thống thông tin (CLC TT23) của Trường Đại học Công nghệ có bao nhiêu tín chỉ?,65 tín chỉ.
Sinh viên theo học chương trình đào tạo ngành Hệ thống thông tin (CLC TT23) của Trường Đại học Công nghệ có phải học Giáo dục thể chất và Giáo dục Quốc phòng - An ninh không?,Có.
Học phần Triết học Mác - Lênin của Trường Đại học Công nghệ có mã học phần là gì?,PHI1006.
Học phần Kinh tế chính trị Mác - Lênin của Trường Đại học Công nghệ yêu cầu học phần tiên quyết nào?,PHI1006 (Triết học Mác - Lênin).
Học phần Giải tích 2 của Trường Đại học Công nghệ yêu cầu học phần tiên quyết nào?,MAT1041 (Giải tích 1).
Học phần Cấu trúc dữ liệu và giải thuật của Trường Đại học Công nghệ yêu cầu học phần tiên quyết nào?,INT1008 (Nhập môn lập trình).
Học phần Cơ sở các hệ thống thông tin của Trường Đại học Công nghệ yêu cầu học phần tiên quyết nào?,INT2211 (Cơ sở dữ liệu).
Học phần Phân tích thiết kế các hệ thống thông tin của Trường Đại học Công nghệ yêu cầu học phần tiên quyết nào?,INT2211 (Cơ sở dữ liệu).
Sinh viên chương trình đào tạo ngành Hệ thống thông tin (CLC TT23) của Trường Đại học Công nghệ phải thực tập doanh nghiệp không?,Có.
