question,answer
Chương trình đào tạo ngành Khoa học Dữ liệu của Trường Đại học Công nghệ yêu cầu bao nhiêu tín chỉ?,130 tín chỉ.
Sinh viên ngành Khoa học Dữ liệu của Trường Đại học Công nghệ có phải học Giáo dục thể chất và Giáo dục quốc phòng không?,"Có, nhưng không tính vào tổng số tín chỉ của chương trình đào tạo."
Khối kiến thức chung của ngành Khoa học Dữ liệu tại Trường Đại học Công nghệ chiếm bao nhiêu tín chỉ?,21 tín chỉ.
Khối kiến thức theo lĩnh vực của ngành Khoa học Dữ liệu tại Trường Đại học Công nghệ chiếm bao nhiêu tín chỉ?,19 tín chỉ.
Khối kiến thức theo khối ngành của ngành Khoa học Dữ liệu tại Trường Đại học Công nghệ chiếm bao nhiêu tín chỉ?,10 tín chỉ.
Khối kiến thức theo nhóm ngành của ngành Khoa học Dữ liệu tại Trường Đại học Công nghệ chiếm bao nhiêu tín chỉ?,21 tín chỉ.
Khối kiến thức ngành của ngành Khoa học Dữ liệu tại Trường Đại học Công nghệ chiếm bao nhiêu tín chỉ?,50 tín chỉ.
Sinh viên ngành Khoa học Dữ liệu tại Trường Đại học Công nghệ phải thực tập doanh nghiệp bao nhiêu tín chỉ?,2 tín chỉ.
Khóa luận tốt nghiệp của ngành Khoa học Dữ liệu tại Trường Đại học Công nghệ chiếm bao nhiêu tín chỉ?,7 tín chỉ.
Học phần Triết học Mác - Lênin (PHI1006) thuộc khối kiến thức nào của ngành Khoa học Dữ liệu tại Trường Đại học Công nghệ?,Khối kiến thức chung.
Học phần Đại số (MAT1093) thuộc khối kiến thức nào của ngành Khoa học Dữ liệu tại Trường Đại học Công nghệ?,Khối kiến thức theo lĩnh vực.
Học phần Cấu trúc dữ liệu và giải thuật (INT2210) thuộc khối kiến thức nào của ngành Khoa học Dữ liệu tại Trường Đại học Công nghệ?,Khối kiến thức theo khối ngành (ICT).
Học phần Lập trình hướng đối tượng (INT2204) thuộc khối kiến thức nào của ngành Khoa học Dữ liệu tại Trường Đại học Công nghệ?,"Khối kiến thức theo nhóm ngành (AI, DS)."
Học phần Phương pháp luận Khoa học dữ liệu (AIT2101) thuộc khối kiến thức nào của ngành Khoa học Dữ liệu tại Trường Đại học Công nghệ?,"Khối kiến thức ngành (DS), học phần bắt buộc."
Học phần Kinh tế vi mô (INE1050) thuộc khối kiến thức nào của ngành Khoa học Dữ liệu tại Trường Đại học Công nghệ?,Các học phần bổ trợ lựa chọn.
