question,answer
Website của Trường Đại học Công nghệ là gì?,uet.vnu.edu.vn
Trang web này cung cấp thông tin về chương trình đào tạo nào của Trường Đại học Công nghệ?,Chương trình đào tạo ngành Cơ kỹ thuật.
Chương trình đào tạo ngành Cơ kỹ thuật của Trường Đại học Công nghệ dành cho khóa QH-2022 trở đi bao gồm những nội dung gì?,"Giới thiệu chung, chuẩn đầu ra và nội dung chương trình đào tạo."
Trang web này có cung cấp chương trình đào tạo ngành Cơ kỹ thuật của Trường Đại học Công nghệ cho khóa QH-2019 không?,Có.
Trang web này có cung cấp chương trình đào tạo ngành Cơ kỹ thuật của Trường Đại học Công nghệ cho các khóa QH-2015 đến QH-2018 không?,Có.
Đại học Quốc gia Hà Nội có phải là đơn vị chủ quản của Trường Đại học Công nghệ không?,Đúng.
Trường Đại học Công nghệ có tên tiếng Anh là gì?,University of Engineering and Technology
Thông tin trên trang web này có đầy đủ về chương trình đào tạo ngành Cơ kỹ thuật của Trường Đại học Công nghệ không?,"Không, chỉ có giới thiệu chung, chuẩn đầu ra và nội dung chương trình đào tạo."
Các thông tin về chương trình đào tạo ngành Cơ kỹ thuật trên trang web này có giống nhau cho các khóa không?,"Không, có sự khác biệt giữa các khóa QH-2022, QH-2019 và QH-2015-2018."
Nội dung chi tiết của chương trình đào tạo ngành Cơ kỹ thuật của Trường Đại học Công nghệ được trình bày ở đâu?,"Trong phần ""Nội dung chương trình đào tạo""."
Chương trình đào tạo ngành Cơ kỹ thuật của Trường Đại học Công nghệ nhấn mạnh điều gì?,"Không rõ, cần xem chi tiết nội dung chương trình."
Khóa QH-2022 của Trường Đại học Công nghệ là khóa nào?,"Không rõ, cần thêm thông tin."
Chuẩn đầu ra của chương trình đào tạo ngành Cơ kỹ thuật của Trường Đại học Công nghệ đề cập đến điều gì?,"Không rõ, cần xem chi tiết chuẩn đầu ra."
Trang web này cung cấp thông tin liên hệ của Trường Đại học Công nghệ không?,"Không, trang web này chỉ cung cấp thông tin về chương trình đào tạo."
Mục tiêu của chương trình đào tạo ngành Cơ kỹ thuật của Trường Đại học Công nghệ là gì?,"Không rõ, cần xem chi tiết chương trình đào tạo."
