question,answer
Tổng số tín chỉ của chương trình đào tạo ngành Kỹ thuật điều khiển và tự động hóa tại Trường Đại học Công nghệ là bao nhiêu?,"150 tín chỉ (chưa tính Giáo dục thể chất, Giáo dục quốc phòng – an ninh, Kỹ năng bổ trợ)."
Khối kiến thức chung trong chương trình đào tạo ngành Kỹ thuật điều khiển và tự động hóa của Trường Đại học Công nghệ chiếm bao nhiêu tín chỉ?,"21 tín chỉ (chưa tính Giáo dục thể chất, Giáo dục quốc phòng – an ninh, Kỹ năng bổ trợ)."
Khối kiến thức theo lĩnh vực trong chương trình đào tạo ngành Kỹ thuật điều khiển và tự động hóa của Trường Đại học Công nghệ chiếm bao nhiêu tín chỉ?,19 tín chỉ.
Sinh viên ngành Kỹ thuật điều khiển và tự động hóa tại Trường Đại học Công nghệ cần hoàn thành bao nhiêu tín chỉ cho khối kiến thức ngành?,90 tín chỉ.
Khối kiến thức thực tập và tốt nghiệp trong chương trình đào tạo ngành Kỹ thuật điều khiển và tự động hóa của Trường Đại học Công nghệ chiếm bao nhiêu tín chỉ?,18 tín chỉ.
Sinh viên ngành Kỹ thuật điều khiển và tự động hóa tại Trường Đại học Công nghệ phải thực tập bao nhiêu tín chỉ?,8 tín chỉ.
Đồ án tốt nghiệp của ngành Kỹ thuật điều khiển và tự động hóa tại Trường Đại học Công nghệ chiếm bao nhiêu tín chỉ?,10 tín chỉ.
Học phần Triết học Mác - Lênin (PHI1006) thuộc khối kiến thức nào trong chương trình đào tạo ngành Kỹ thuật điều khiển và tự động hóa của Trường Đại học Công nghệ?,Khối kiến thức chung.
Học phần Kinh tế chính trị Mác - Lênin (PEC1008) có học phần tiên quyết nào trong chương trình đào tạo ngành Kỹ thuật điều khiển và tự động hóa của Trường Đại học Công nghệ?,Triết học Mác - Lênin (PHI1006).
Học phần Giải tích 2 (MAT1042) có học phần tiên quyết nào trong chương trình đào tạo ngành Kỹ thuật điều khiển và tự động hóa của Trường Đại học Công nghệ?,Giải tích 1 (MAT1041).
Học phần Phương pháp tính trong kỹ thuật (EMA2011) có những học phần tiên quyết nào trong chương trình đào tạo ngành Kỹ thuật điều khiển và tự động hóa của Trường Đại học Công nghệ?,"Nhập môn lập trình (INT1008), Đại số (MAT1093), Giải tích 2 (MAT1042)."
Học phần Lý thuyết điều khiển tự động (EMA2013) thuộc khối kiến thức nào trong chương trình đào tạo ngành Kỹ thuật điều khiển và tự động hóa của Trường Đại học Công nghệ?,Khối kiến thức theo nhóm ngành.
Học phần Nguyên lý Kỹ thuật điện tử (ELT2050) có những học phần tiên quyết nào trong chương trình đào tạo ngành Kỹ thuật điều khiển và tự động hóa của Trường Đại học Công nghệ?,"Vật lý đại cương 2 (EPN1096), Nhập môn lập trình (INT1008)."
Tên tiếng Anh của học phần Tư tưởng Hồ Chí Minh (POL1001) trong chương trình đào tạo ngành Kỹ thuật điều khiển và tự động hóa của Trường Đại học Công nghệ là gì?,Ho Chi Minh’s Ideology
Thực tập Kỹ thuật định hướng Kỹ thuật điều khiển và tự động hóa (EMA4007) có bao nhiêu giờ tự học?,60 giờ.
