question,answer
Đại học Quốc gia Hà Nội thông báo về chương trình học bổng nào?,"Học bổng thạc sĩ tại Trường Đại học Korea, Hàn Quốc do quỹ Pony Chung tài trợ năm 2025."
Quỹ Pony Chung có tên tiếng Anh là gì?,Pony Chung Foundation (PCF).
Thời gian đào tạo thạc sĩ của chương trình học bổng tại Trường Đại học Korea là bao lâu?,02 năm (từ 01/9/2025 đến 30/8/2027).
Sinh viên tham gia chương trình học bổng tại Trường Đại học Korea được hỗ trợ bao nhiêu tiền mỗi tháng?,"1,200,000 KRW."
"Khoản tiền 1,200,000 KRW hỗ trợ hàng tháng bao gồm những chi phí nào?",Tiền ở ký túc xá và tiền sinh hoạt phí.
Sinh viên tham gia chương trình học bổng thạc sĩ tại Trường Đại học Korea có được cấp vé máy bay không?,"Có, được cấp vé máy bay khứ hồi Việt Nam – Hàn Quốc."
Quỹ Pony Chung hỗ trợ chi phí in luận văn cho sinh viên tham gia chương trình học bổng tại Trường Đại học Korea là bao nhiêu?,"500,000 KRW."
Ứng viên đăng ký học bổng trực tuyến trên trang web nào?,http://graduate2.korea.ac.kr
Ứng viên cần gửi ID và Password sau khi đăng ký học bổng trực tuyến đến địa chỉ email nào?,ponychung@ponychung.org
Ứng viên nộp hồ sơ giấy đến địa chỉ nào tại Đại học Quốc gia Hà Nội?,Phòng Công tác sinh viên (P104-E3).
Thời hạn cuối cùng nộp hồ sơ giấy cho chương trình học bổng là khi nào?,"16h00, thứ Hai, ngày 10/03/2025."
Quỹ PCF sẽ thông báo kết quả chương trình học bổng vào thời gian nào?,Tháng 06/2025.
Hồ sơ đăng ký học bổng cần được đựng trong túi có kích thước bao nhiêu?,25cm x 34cm.
Thông tin gì cần được ghi đầy đủ bằng tiếng Anh trên mặt ngoài túi đựng hồ sơ?,"Chương trình học bổng thạc sĩ tại Trường ĐH Korea năm 2025, Họ và tên, Ngày sinh, Khoa, Trường, Điện thoại, Email, Danh mục giấy tờ có trong hồ sơ."
Đại học Quốc gia Hà Nội có số công văn nào thông báo về chương trình học bổng thạc sĩ tại Trường Đại học Korea?,830/ĐHQGHN-ĐT&CTSV
