question,answer
Ngành Công nghệ Kỹ thuật Xây dựng của Trường Đại học Công nghệ yêu cầu bao nhiêu tín chỉ?,150 tín chỉ
Khối kiến thức chung của ngành Công nghệ Kỹ thuật Xây dựng tại Trường Đại học Công nghệ chiếm bao nhiêu tín chỉ?,16 tín chỉ
Khối kiến thức theo lĩnh vực của ngành Công nghệ Kỹ thuật Xây dựng tại Trường Đại học Công nghệ chiếm bao nhiêu tín chỉ?,22 tín chỉ
Khối kiến thức theo khối ngành của ngành Công nghệ Kỹ thuật Xây dựng tại Trường Đại học Công nghệ chiếm bao nhiêu tín chỉ?,19 tín chỉ
Khối kiến thức theo nhóm ngành của ngành Công nghệ Kỹ thuật Xây dựng tại Trường Đại học Công nghệ chiếm bao nhiêu tín chỉ?,21 tín chỉ
Khối kiến thức ngành của ngành Công nghệ Kỹ thuật Xây dựng tại Trường Đại học Công nghệ chiếm bao nhiêu tín chỉ?,72 tín chỉ
Học phần Triết học Mác – Lênin thuộc khối kiến thức nào của ngành Công nghệ Kỹ thuật Xây dựng tại Trường Đại học Công nghệ?,Khối kiến thức chung
Học phần Đại số thuộc khối kiến thức nào của ngành Công nghệ Kỹ thuật Xây dựng tại Trường Đại học Công nghệ?,Khối kiến thức theo lĩnh vực
Học phần Cơ học môi trường liên tục thuộc khối kiến thức nào của ngành Công nghệ Kỹ thuật Xây dựng tại Trường Đại học Công nghệ?,Khối kiến thức theo khối ngành
Học phần Phương pháp phần tử hữu hạn trong kỹ thuật xây dựng thuộc khối kiến thức nào của ngành Công nghệ Kỹ thuật Xây dựng tại Trường Đại học Công nghệ?,Khối kiến thức theo nhóm ngành
Học phần Nền và móng thuộc khối kiến thức nào của ngành Công nghệ Kỹ thuật Xây dựng tại Trường Đại học Công nghệ?,Khối kiến thức ngành bắt buộc
Học phần Môi trường pháp lý trong xây dựng thuộc khối kiến thức nào của ngành Công nghệ Kỹ thuật Xây dựng tại Trường Đại học Công nghệ?,Khối kiến thức bổ trợ
Học phần Thiết kế nhà bê tông cốt thép thuộc khối kiến thức nào của ngành Công nghệ Kỹ thuật Xây dựng tại Trường Đại học Công nghệ?,Khối kiến thức định hướng chuyên sâu (bắt buộc)
Học phần Cơ sở quy hoạch thuộc khối kiến thức nào của ngành Công nghệ Kỹ thuật Xây dựng tại Trường Đại học Công nghệ?,Khối kiến thức định hướng chuyên sâu (tự chọn)
Đồ án tốt nghiệp của ngành Công nghệ Kỹ thuật Xây dựng tại Trường Đại học Công nghệ chiếm bao nhiêu tín chỉ?,10 tín chỉ
