question,answer
"Trường Đại học Công nghệ, ĐHQGHN thông báo về vấn đề gì trong học kỳ I năm học 2024-2025?","Trường Đại học Công nghệ, ĐHQGHN thông báo về định mức và thu học phí của Học viên cao học/Nghiên cứu sinh."
Học viên cao học/Nghiên cứu sinh của Trường Đại học Công nghệ nộp học phí bằng hình thức nào?,Học viên cao học/Nghiên cứu sinh nộp học phí qua ngân hàng bằng hình thức chuyển khoản.
Tên người nhận khi chuyển khoản học phí cho Trường Đại học Công nghệ là gì?,"Tên người nhận là Trường Đại học Công nghệ, ĐHQGHN."
Số tài khoản ngân hàng của Trường Đại học Công nghệ để nộp học phí là bao nhiêu?,Số tài khoản là 2151409100.
Ngân hàng nào là nơi Trường Đại học Công nghệ mở tài khoản thu học phí?,"Ngân hàng BIDV Cầu Giấy, Hà Nội."
Nội dung chuyển khoản học phí cho Trường Đại học Công nghệ cần ghi những thông tin gì?,"Nội dung chuyển khoản cần ghi: Mã người học, Họ tên, Nộp HP, K1, 24_25."
Thời hạn nộp học phí học kỳ I năm học 2024-2025 của Trường Đại học Công nghệ là khi nào?,Thời hạn nộp từ 01/11/2024 đến ngày 28/11/2024.
Học viên cao học/Nghiên cứu sinh cần liên hệ phòng nào của Trường Đại học Công nghệ nếu có thắc mắc về học phí?,Cần liên hệ phòng 101B-E3.
Số điện thoại của phòng 101B-E3 Trường Đại học Công nghệ là bao nhiêu?,Số điện thoại là 0243 7549401.
Trường Đại học Công nghệ sẽ xử lý thế nào nếu người học không hoàn thành nghĩa vụ nộp học phí đúng hạn?,Người học có thể bị cấm báo cáo tiến độ/cấm thi tất cả các học phần.
Hậu quả của việc nợ học phí sau kỳ thi học kỳ tại Trường Đại học Công nghệ là gì?,Người học sẽ không được đăng ký môn học/ không được báo cáo tiến độ trong học kỳ tiếp theo.
Trường Đại học Công nghệ sẽ xử lý thế nào nếu người học không nộp học phí từ hai học kỳ trở lên?,Người học sẽ bị xem xét buộc thôi học.
Học viên cao học/Nghiên cứu sinh có phải hoàn thành các khoản nợ trước đó khi nộp học phí học kỳ I năm học 2024-2025 không?,"Có, học viên phải hoàn thành tất cả các khoản nợ (nếu có)."
Thông báo này của Trường Đại học Công nghệ liên quan đến đối tượng nào?,Học viên cao học/Nghiên cứu sinh.
Học phí cần nộp được tính như thế nào tại Trường Đại học Công nghệ?,Tổng HP trong HKI – HP còn dư từ kì trước (nếu có) + HP nợ kì trước (nếu có).
