question,answer
Trang web này cung cấp thông tin về chương trình đào tạo nào của Trường Đại học Công nghệ?,Chương trình đào tạo ngành Công nghệ Kỹ thuật Xây dựng.
Thông tin trên trang web này dành cho những khóa nào của ngành Công nghệ Kỹ thuật Xây dựng?,"QH-2022 trở đi, QH-2019 trở đi, QH-2015 đến QH-2018."
Thông tin về chương trình đào tạo ngành Công nghệ Kỹ thuật Xây dựng bao gồm những gì?,"Giới thiệu chung, chuẩn đầu ra và nội dung chương trình đào tạo."
Trường Đại học Công nghệ trực thuộc đại học nào?,Đại học Quốc gia Hà Nội (ĐHQGHN).
Tên tiếng Anh của Trường Đại học Công nghệ là gì?,Univeristy of Engineering and Technology.
Văn bản này cung cấp thông tin chi tiết về nội dung đào tạo cho những khoá nào?,"Khoá QH-2022 trở đi, QH-2019 trở đi, QH-2015 đến QH-2018."
"Mục tiêu của chương trình đào tạo ngành Công nghệ Kỹ thuật Xây dựng là gì? (Câu hỏi mở rộng, không trực tiếp trong văn bản, nhưng hợp lý)",Đào tạo kỹ sư có kiến thức và kỹ năng trong lĩnh vực xây dựng.
Trang web này có đề cập đến thời gian đào tạo ngành Công nghệ Kỹ thuật Xây dựng không? (Câu hỏi mở rộng),Không.
Trang web này có đề cập đến học phí của ngành Công nghệ Kỹ thuật Xây dựng không? (Câu hỏi mở rộng),Không.
Trang web này có đề cập đến cơ hội việc làm sau khi tốt nghiệp ngành Công nghệ Kỹ thuật Xây dựng không? (Câu hỏi mở rộng),Không.
Chương trình đào tạo ngành Công nghệ Kỹ thuật Xây dựng dành cho khóa QH-2022 trở đi bao gồm những nội dung gì?,"Giới thiệu chung, chuẩn đầu ra và nội dung chương trình đào tạo."
Văn bản này cung cấp thông tin liên hệ nào của Trường Đại học Công nghệ không? (Câu hỏi mở rộng),Không.
Văn bản này cung cấp thông tin về phương thức tuyển sinh của Trường Đại học Công nghệ không? (Câu hỏi mở rộng),Không.
Văn bản này cung cấp thông tin về các phòng thí nghiệm của ngành Công nghệ Kỹ thuật Xây dựng không? (Câu hỏi mở rộng),Không.
Nội dung chương trình đào tạo ngành Công nghệ Kỹ thuật Xây dựng của Trường Đại học Công nghệ gồm những gì?,"Văn bản chỉ đề cập đến sự tồn tại của nội dung này, không liệt kê chi tiết."
