question,answer
Tên đầy đủ của trường được đề cập trong văn bản là gì?,"Trường Đại học Công nghệ, ĐHQGHN."
Trang web của Trường Đại học Công nghệ có tên miền là gì?,uet.vnu.edu.vn.
Văn bản này đề cập đến chương trình đào tạo nào của Trường Đại học Công nghệ?,Chương trình đào tạo ngành Mạng máy tính và truyền thông dữ liệu.
Chương trình đào tạo ngành Mạng máy tính và truyền thông dữ liệu trong văn bản là chương trình chất lượng cao theo thông tư nào?,Thông tư 23.
Chương trình đào tạo ngành Mạng máy tính và truyền thông dữ liệu chất lượng cao theo Thông tư 23 dành cho khóa nào của Trường Đại học Công nghệ?,QH-2022 trở đi.
Văn bản này có đề cập đến chuẩn đầu ra của chương trình đào tạo ngành Mạng máy tính và truyền thông dữ liệu không?,Có.
Văn bản này có đề cập đến nội dung chương trình đào tạo ngành Mạng máy tính và truyền thông dữ liệu không?,Có.
Chương trình đào tạo chất lượng cao ngành Mạng máy tính và truyền thông dữ liệu dành cho khóa nào của Trường Đại học Công nghệ?,QH-2019 trở đi.
Văn bản này có đề cập đến chương trình đào tạo chuẩn của ngành Mạng máy tính và truyền thông dữ liệu không?,Có.
Chương trình đào tạo chuẩn ngành Mạng máy tính và truyền thông dữ liệu dành cho các khóa nào của Trường Đại học Công nghệ?,QH-2015 đến QH-2018.
Trường Đại học Công nghệ có tên tiếng Anh là gì?,Univeristy of Engineering and Technology.
Văn bản có bao nhiêu mục chính liên quan đến các chương trình đào tạo khác nhau?,3.
Mục đầu tiên của văn bản đề cập đến chương trình đào tạo cho khóa nào?,QH-2022 trở đi.
Mục thứ hai của văn bản đề cập đến chương trình đào tạo cho khóa nào?,QH-2019 trở đi.
Mục thứ ba của văn bản đề cập đến chương trình đào tạo cho khóa nào?,QH-2015 đến QH-2018.
