question,answer
Tên đầy đủ của trường là gì?,"Trường Đại học Công nghệ, Đại học Quốc gia Hà Nội"
Trường Đại học Công nghệ viết tắt là gì?,UET
Trang web chính thức của Trường Đại học Công nghệ là gì?,uet.vnu.edu.vn
Văn bản trên đề cập đến chương trình đào tạo của ngành nào?,Ngành Trí tuệ nhân tạo
Chương trình đào tạo ngành Trí tuệ nhân tạo trong văn bản dành cho khóa nào?,QH-2022 trở đi
Chương trình đào tạo ngành Trí tuệ nhân tạo bao gồm những nội dung gì?,"Giới thiệu chung, chuẩn đầu ra và nội dung chương trình"
Nội dung chương trình đào tạo ngành Trí tuệ nhân tạo trình bày những thông tin gì?,Không đủ thông tin từ văn bản để trả lời chính xác.
Văn bản này có đề cập đến địa chỉ của Trường Đại học Công nghệ không?,Không
Văn bản này có đề cập đến số điện thoại của Trường Đại học Công nghệ không?,Không
Văn bản này có đề cập đến địa chỉ email của Trường Đại học Công nghệ không?,Không
Chương trình đào tạo ngành Trí tuệ nhân tạo có những thay đổi nào so với trước khóa QH-2022 không?,Không đủ thông tin từ văn bản để trả lời chính xác.
Loại văn bằng tốt nghiệp ngành Trí tuệ Nhân tạo tại Trường Đại học Công nghệ là gì?,Không đủ thông tin từ văn bản để trả lời chính xác.
Thời gian đào tạo ngành Trí tuệ Nhân tạo tại Trường Đại học Công nghệ là bao lâu?,Không đủ thông tin từ văn bản để trả lời chính xác.
Văn bản này có phải là toàn bộ thông tin về chương trình đào tạo ngành Trí tuệ Nhân tạo không?,"Không, đây chỉ là một phần thông tin."
Văn bản này có đề cập đến thông tin tuyển sinh của Trường Đại học Công nghệ không?,Không
